from,from_label,to,to_label
"insider and student originated threat","Hazard","insider and student originated threat::negligent insiders and misconfigured shares exposing student records","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::ferpa us student education records","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::coppa and state student privacy laws eg sopipa style statutes","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::state breach notification statutes and attorney general inquiries","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::uk gdpr eu gdpr and ico or dpa enforcement","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::hipaa exposure for university medical centres clinics and health research","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::research funder irb and human subjects data obligations","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::class action litigation on behalf of students parents and staff","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::delayed notification liability and credit monitoring remediation costs","Subcategory"
"regulatory notification and litigation exposure","Hazard","regulatory notification and litigation exposure::public records and transparency obligations for public institutions","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::full school or campus closure and lost instructional days","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::statutory make up day and calendar extension obligations","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::loss of attendance gradebook timetabling and transport systems","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::disruption to free reduced meal programmes and student services","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::payroll hr and accounts payable outage","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::research interruption lost experiments and grant milestone failure","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::admissions enrolment registration and financial aid disruption","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::extended rebuild and device re imaging across large fleets","Subcategory"
"operational disruption of instruction and institutional continuity","Hazard","operational disruption of instruction and institutional continuity::library catalogue and digital collection outage","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::small or single person it teams in k 12 districts","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::legacy and end of life systems retained on constrained capital budgets","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::backup compromise untested restores and insufficient offline copies","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::absence of 24 7 monitoring edr coverage gaps and alert fatigue","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::limited or absent cyber insurance and incident response retainers","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::slow public procurement and board approval cycles","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::reserve depletion funding recovery british library used c40 of reserves","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::it staff burnout and turnover following incidents","Subcategory"
"underfunded security posture and recovery capability","Hazard","underfunded security posture and recovery capability::decentralised university it with no central authority over departmental systems","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::enrolment demographic and household records","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::attendance and truancy data","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::disciplinary and behavioural records","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::transcripts grades and academic history","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::special education iep 504 records","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::immunisation and student health records held in sis","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::emergency contact and guardian custody information","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::free and reduced price meal eligibility income linked","Subcategory"
"student information systems sis and core records","Exposure","student information systems sis and core records::vendor hosted sis instances and sis data warehouses","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::lms platforms canvas blackboard moodle schoology google classroom","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::gradebooks and assignment submission repositories","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::private messaging between students teachers and staff","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::online assessment exam and remote proctoring systems","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::lecture capture courseware and digital content libraries","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::plagiarism detection and academic integrity tooling","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::course rosters section data and lti integrations","Subcategory"
"learning management systems gradebooks and instructional platforms","Exposure","learning management systems gradebooks and instructional platforms::single sign on tokens and api keys linking lms to institutional identity","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::financial aid fafsa scholarship and loan records","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::bursar tuition billing and student account systems","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::payroll hr and benefits data for staff and faculty","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::bank account and direct deposit details","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::social security numbers and taxpayer identifiers","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::third party tuition payment processors and gateways","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::procurement accounts payable and vendor master files","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::campus card and stored value dining account systems","Subcategory"
"financial aid bursar payroll and payment systems","Exposure","financial aid bursar payroll and payment systems::grant accounting and research funding administration","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::human subjects research cohorts and longitudinal study data","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::clinical patient and genomic research datasets hipaa regulated","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::pre publication research grant applications and unpublished results","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::patents licensing pipelines and technology transfer records","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::export controlled defence and dual use research","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::industry sponsored and contract research under nda","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::hpc clusters lab instrumentation and research computing storage","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::licensed third party datasets with contractual breach penalties","Subcategory"
"research data intellectual property and regulated research health data","Exposure","research data intellectual property and regulated research health data::irb records and participant consent identity linkage files","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::minors names dates of birth addresses and ssns","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::counselling mental health and psychological assessment records","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::child protection safeguarding and abuse reports","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::custody foster care and guardianship arrangements","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::juvenile justice and prior conviction referral records","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::health disability and medication records","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::immigration status and english learner designations","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::photographs biometrics and student id imagery","Subcategory"
"minors pii and sensitive student welfare records","Exposure","minors pii and sensitive student welfare records::long tail identity theft exposure dormant credit files of minors","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::door access control badging and electronic locking systems","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::cctv video surveillance and monitoring platforms","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::fire alarm intrusion detection and emergency notification systems","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::hvac boiler and building management systems","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::dormitory and residence hall access and utilities","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::bus routing fleet telematics and student transport tracking","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::bell schedules pa systems and lockdown emergency controls","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::campus security floor plans blueprints and camera placement maps","Subcategory"
"campus operational technology and physical safety systems","Exposure","campus operational technology and physical safety systems::laboratory athletic facility and dining ot systems","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::alumni contact employment and biographical records","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::donor giving histories and pledge commitments","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::wealth screening and capacity propensity ratings","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::major gift prospect research and confidential correspondence","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::payment instruments and recurring donation details","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::endowment trust and planned giving records","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::board trustee and named benefactor information","Subcategory"
"alumni donor and advancement databases","Exposure","alumni donor and advancement databases::event membership and affinity programme data","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::sis lms and assessment vendors aggregation nodes","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::managed service providers and regional education service agencies","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::cloud tenancies microsoft 365 google workspace and oauth token estates","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::federated identity providers and sso trust fabric shibboleth incommon edugain","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::managed file transfer and data exchange platforms","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::payment processors tuition plans and collections agencies","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::library systems catalogues e resource and publisher platforms","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::transcript credentialing admissions and enrolment verification services","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::backup dr and archival providers","Subcategory"
"third party edtech cloud and identity infrastructure","Exposure","third party edtech cloud and identity infrastructure::student wellbeing tutoring safety monitoring and communications apps","Subcategory"
"initial access vectors","Hazard","initial access vectors::stolen compromised credentials ibm 1 vector at 16 eg conpet infostealer on an it admins personal device","Subcategory"
"initial access vectors","Hazard","initial access vectors::infostealer malware harvesting vpn wsus rdp credentials from employee or contractor devices","Subcategory"
"initial access vectors","Hazard","initial access vectors::internet facing vpn firewall and remote access appliance exploitation fortinet citrix ivanti class edge devices","Subcategory"
"initial access vectors","Hazard","initial access vectors::phishing business email compromise energy utilities are hit harder by email borne attacks than most sectors","Subcategory"
"initial access vectors","Hazard","initial access vectors::abuse of legitimate internal infrastructure eg wsus patch management to push a malicious fake update at conpet","Subcategory"
"initial access vectors","Hazard","initial access vectors::exploitation of unpatched internet facing enterprise apps and public facing customer billing portals","Subcategory"
"initial access vectors","Hazard","initial access vectors::third party vendor and msp remote access compromise","Subcategory"
"extortion tactics","Hazard","extortion tactics::encryption of it systems production planning shipment tracking billing erp","Subcategory"
"extortion tactics","Hazard","extortion tactics::data exfiltration leak site publication double extortion eg alphv 150gb from creos encevo qilin 1tb from conpet","Subcategory"
"extortion tactics","Hazard","extortion tactics::triple extortion added pressure via press regulators and threats to customers partners whose data was stolen","Subcategory"
"extortion tactics","Hazard","extortion tactics::threat harassment of executives employees and petro points loyalty style customer bases","Subcategory"
"extortion tactics","Hazard","extortion tactics::ddos as an added coercion layer","Subcategory"
"extortion tactics","Hazard","extortion tactics::auctioning selling stolen files to highest bidder ransomhub model","Subcategory"
"extortion tactics","Hazard","extortion tactics::geopolitical hacktivist extortion and name and shame with no intent to decrypt eg handala targeting gulf oil majors","Subcategory"
"ot vs it risk cyber physical","Hazard","ot vs it risk cyber physical::precautionary ot shutdown after an it only breach colonial pipeline 6 day halt conpet isolated systems","Subcategory"
"ot vs it risk cyber physical","Hazard","ot vs it risk cyber physical::flat poorly segmented it ot networks allowing lateral movement into control systems","Subcategory"
"ot vs it risk cyber physical","Hazard","ot vs it risk cyber physical::scada dcs hmi historian compromise and loss of view or loss of control","Subcategory"
"ot vs it risk cyber physical","Hazard","ot vs it risk cyber physical::ot specific ics tailored malware eg frostygoop manipulating modbus tcp 502 ekans snake targeting ics processes","Subcategory"
"ot vs it risk cyber physical","Hazard","ot vs it risk cyber physical::legacy unpatchable ot assets and long ot maintenance windows","Subcategory"
"ot vs it risk cyber physical","Hazard","ot vs it risk cyber physical::safety instrumented system sis risk and potential for physical damage to turbines pipelines transformers","Subcategory"
"ot vs it risk cyber physical","Hazard","ot vs it risk cyber physical::dragos 25 of observed ot ransomware cases involved full ot site shutdown 75 caused some operational disruption","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::oilfield services and drilling contractors as chokepoints halliburton disruption rippled to e and p customers","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::ics automation vendors and remote maintenance access eg schneider electric compromise affecting industrial customers","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::managed service providers and shared it platforms across utility groups","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::software firmware supply chain and update mechanism abuse","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::fuel retail and payment pos processors suncor petro canada payment outage at 1500 stations","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::interconnected grid pipeline operators and shared scada telemetry","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::metering ami and smart grid device supply chain","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::privileged it ot administrator credential theft conpet root cause","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::use of personal unmanaged devices for work access","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::contractor and seasonal field workforce access sprawl","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::weak mfa coverage on remote access and ot jump hosts","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::malicious or negligent insiders with scada access","Subcategory"
"regulatory legal and reputational exposure","Hazard","regulatory legal and reputational exposure::nerc cip bulk power and tsa pipeline security directive obligations","Subcategory"
"regulatory legal and reputational exposure","Hazard","regulatory legal and reputational exposure::cisa circia and national cert incident reporting mandates sec 8 k materiality disclosure halliburton","Subcategory"
"regulatory legal and reputational exposure","Hazard","regulatory legal and reputational exposure::ofac sanctions exposure when paying ransom to sanctioned russian linked groups","Subcategory"
"regulatory legal and reputational exposure","Hazard","regulatory legal and reputational exposure::data protection privacy penalties gdpr in eu customer pii breaches","Subcategory"
"regulatory legal and reputational exposure","Hazard","regulatory legal and reputational exposure::state national security scrutiny and geopolitical targeting of energy assets","Subcategory"
"regulatory legal and reputational exposure","Hazard","regulatory legal and reputational exposure::litigation and shareholder stock impact from disclosed material incidents","Subcategory"
"operational technology and control systems","Exposure","operational technology and control systems::scada systems and rtus plcs at pipelines substations wells pump compressor stations","Subcategory"
"operational technology and control systems","Exposure","operational technology and control systems::distributed control systems dcs at power plants and refineries","Subcategory"
"operational technology and control systems","Exposure","operational technology and control systems::human machine interfaces hmis engineering workstations and ot historians","Subcategory"
"operational technology and control systems","Exposure","operational technology and control systems::safety instrumented systems sis and protective relays","Subcategory"
"operational technology and control systems","Exposure","operational technology and control systems::modbus dnp3 iec 61850 industrial protocol networks","Subcategory"
"operational technology and control systems","Exposure","operational technology and control systems::grid ami smart meter and distribution automation infrastructure","Subcategory"
"enterprise it and business critical applications","Exposure","enterprise it and business critical applications::production planning and shipment logistics tracking systems halliburton","Subcategory"
"enterprise it and business critical applications","Exposure","enterprise it and business critical applications::erp scm and asset management platforms","Subcategory"
"enterprise it and business critical applications","Exposure","enterprise it and business critical applications::energy trading scheduling and settlement systems","Subcategory"
"enterprise it and business critical applications","Exposure","enterprise it and business critical applications::billing metering to cash and customer information systems cis","Subcategory"
"enterprise it and business critical applications","Exposure","enterprise it and business critical applications::email identity active directory and vpn remote access infrastructure","Subcategory"
"enterprise it and business critical applications","Exposure","enterprise it and business critical applications::backup and disaster recovery systems targeted to force payment","Subcategory"
"customer facing and retail systems","Exposure","customer facing and retail systems::fuel retail pos and electronic payment systems suncor petro canada 1500 stations to cash only","Subcategory"
"customer facing and retail systems","Exposure","customer facing and retail systems::customer web portals and mobile apps creos enovos portals knocked offline","Subcategory"
"customer facing and retail systems","Exposure","customer facing and retail systems::loyalty rewards platforms and member databases petro points","Subcategory"
"customer facing and retail systems","Exposure","customer facing and retail systems::outage reporting and customer service systems","Subcategory"
"customer facing and retail systems","Exposure","customer facing and retail systems::prepay smart meter customer accounts","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::customer pii and payment loyalty data","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::employee pii hr records passport id scans conpet creos","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::confidential contracts agreements invoices financial records","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::engineering diagrams pipeline grid schematics and control system documentation national security sensitive","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::geophysical seismic reserves and exploration ip oil and gas trade secrets","Subcategory"
"sensitive data assets","Exposure","sensitive data assets::plaintext credentials and access secrets found in exfiltrated document troves 2270 credential bearing files at creos","Subcategory"
"third parties and interconnections","Exposure","third parties and interconnections::oilfield service drilling and epc contractors","Subcategory"
"third parties and interconnections","Exposure","third parties and interconnections::ics automation vendors and remote maintenance channels","Subcategory"
"third parties and interconnections","Exposure","third parties and interconnections::fuel payment processors and retail franchisees","Subcategory"
"third parties and interconnections","Exposure","third parties and interconnections::interconnected pipeline grid operators and shared telemetry","Subcategory"
"third parties and interconnections","Exposure","third parties and interconnections::msps it outsourcers and shared group it platforms","Subcategory"
"third parties and interconnections","Exposure","third parties and interconnections::software firmware update supply chain wsus abuse vendor patches","Subcategory"
"initial access vectors","Hazard","initial access vectors::exploitation of internet facing remote access appliances eg citrix netscaler cve 2023 4966 4967 in the icbc incident","Subcategory"
"initial access vectors","Hazard","initial access vectors::phishing and malicious links leading to credential endpoint compromise eg evolve bank and trust employee click","Subcategory"
"initial access vectors","Hazard","initial access vectors::stolen leaked credentials sourced from infostealer logs 54 of ransomware victims per 2025 verizon dbir had prior credential exposure","Subcategory"
"initial access vectors","Hazard","initial access vectors::compromise via a shared downstream vendor rather than the institutions own perimeter frost citizens shared vendor deutsche bank marketing platform vendor","Subcategory"
"initial access vectors","Hazard","initial access vectors::exploitation of unpatched known cves in edge vpn infrastructure","Subcategory"
"initial access vectors","Hazard","initial access vectors::business email compromise as a precursor to ransomware deployment","Subcategory"
"extortion tactics","Hazard","extortion tactics::encryption of core systems to force operational downtime classic single extortion","Subcategory"
"extortion tactics","Hazard","extortion tactics::data exfiltration and double extortion threat of publishing stolen customer financial records dominant pattern in nearly all example incidents above","Subcategory"
"extortion tactics","Hazard","extortion tactics::leak site countdown deadlines to pressure fast payment eg everests 6 day deadline on frost citizens","Subcategory"
"extortion tactics","Hazard","extortion tactics::harassment of executives customers or regulators directly naming institutions publicly contacting affected customers","Subcategory"
"extortion tactics","Hazard","extortion tactics::reputational shaming posts calling out incident response vendors or refusal to negotiate alphvs public post against fnf","Subcategory"
"extortion tactics","Hazard","extortion tactics::threats of onward sale of data to third parties rather than public leak as a middle ground pressure tactic mapfre lapsus","Subcategory"
"systemic and market contagion risk","Hazard","systemic and market contagion risk::disruption to trade clearing settlement causing failed deliveries at a market level icbc 62b in failed treasury settlements in a single day","Subcategory"
"systemic and market contagion risk","Hazard","systemic and market contagion risk::derivatives clearing platform outages forcing manual processing across many institutions simultaneously ion group affecting 42 clients","Subcategory"
"systemic and market contagion risk","Hazard","systemic and market contagion risk::central bank national payment infrastructure targeting with potential monetary policy or public confidence implications central bank of libya","Subcategory"
"systemic and market contagion risk","Hazard","systemic and market contagion risk::contagion through banking as a service and fintech partner networks where one banks compromise exposes many unaffiliated fintech brands customers evolve bank and trust","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::concentrated vendor risk a single vendor compromise affecting multiple unrelated financial institutions frost bank citizens bank via shared print fulfillment vendor","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::core processor payments vendor compromise fiserv tsys type entities appearing as ransomware group targets","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::fintech baas partner network exposure cascading to end consumers who never had a direct relationship with the breached entity","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::marketing loyalty platform vendors handling employee or partner data on the institutions behalf","Subcategory"
"third party and supply chain risk","Hazard","third party and supply chain risk::weak contractual audit visibility into subcontractors security posture a recurring theme in post incident litigation eg glba vendor accountability suits against citizens frost","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::breach notification regimes with short compressed timelines contributing to elevated detection and escalation cost share per ibm 2025 34 in financial services vs 29 global","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::sector specific regulatory regimes glba in the us dora in the eu functional regulator rules for banks insurers","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::sec disclosure obligations for material cybersecurity incidents as invoked in the fnf sec filing","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::state national data protection authority investigations eg spanish aepd scrutiny in mapfres 2021 incident","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::follow on class action litigation from affected customers increasingly targeting both the breached entity and its vendors","Subcategory"
"regulatory and legal exposure","Hazard","regulatory and legal exposure::aml kyc and financial stability regulator engagement when core systems or national payment infrastructure are affected","Subcategory"
"operational business continuity risk","Hazard","operational business continuity risk::loss of access to trading settlement systems forcing manual error prone workarounds","Subcategory"
"operational business continuity risk","Hazard","operational business continuity risk::branch call center and digital channel outages affecting customer facing service availability","Subcategory"
"operational business continuity risk","Hazard","operational business continuity risk::delayed real estate closings title transactions when escrow title systems are down fnf","Subcategory"
"operational business continuity risk","Hazard","operational business continuity risk::claims processing and underwriting delays in insurance operations","Subcategory"
"operational business continuity risk","Hazard","operational business continuity risk::reputational and customer trust damage disproportionate to direct financial loss given the sectors dependence on public confidence","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::single employee phishing susceptibility as a root cause evolve bank and trust","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::inadequate or inconsistent security controls across a large branch subsidiary m and a footprint","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::insider threats raised as a growing concern in covewares late 2025 reporting alongside falling payment rates","Subcategory"
"insider and workforce risk","Hazard","insider and workforce risk::vendor employee access management gaps at outsourced processors","Subcategory"
"core banking and payment systems","Exposure","core banking and payment systems::core banking platforms deposit loan servicing account management","Subcategory"
"core banking and payment systems","Exposure","core banking and payment systems::payment rails and settlement systems ach wire swift interfaces card networks","Subcategory"
"core banking and payment systems","Exposure","core banking and payment systems::trading clearing and derivatives processing platforms eg ion style trade clearing software","Subcategory"
"core banking and payment systems","Exposure","core banking and payment systems::atm and branch network infrastructure","Subcategory"
"core banking and payment systems","Exposure","core banking and payment systems::treasury and repo settlement operations systems","Subcategory"
"customer and counterparty data pii pfi","Exposure","customer and counterparty data pii pfi::personally identifiable information ssns national ids addresses dob","Subcategory"
"customer and counterparty data pii pfi","Exposure","customer and counterparty data pii pfi::account numbers card pans ibans routing wire details","Subcategory"
"customer and counterparty data pii pfi","Exposure","customer and counterparty data pii pfi::credit income and investment portfolio data","Subcategory"
"customer and counterparty data pii pfi","Exposure","customer and counterparty data pii pfi::kyc aml documentation and identity verification records","Subcategory"
"customer and counterparty data pii pfi","Exposure","customer and counterparty data pii pfi::insurance policy claims and underwriting data medical property liability details","Subcategory"
"customer and counterparty data pii pfi","Exposure","customer and counterparty data pii pfi::employee data and internal credentials password hashes","Subcategory"
"third party vendor and fintech partner ecosystem","Exposure","third party vendor and fintech partner ecosystem::banking as a service baas infrastructure providers and their downstream fintech clients eg evolve bank and trust exposing affirm wise mercury customers","Subcategory"
"third party vendor and fintech partner ecosystem","Exposure","third party vendor and fintech partner ecosystem::statement printing mailing and document fulfillment vendors eg frost citizens shared vendor","Subcategory"
"third party vendor and fintech partner ecosystem","Exposure","third party vendor and fintech partner ecosystem::marketing loyalty and incentive platform vendors serving bank sales partners eg deutsche bank third party marketing platform","Subcategory"
"third party vendor and fintech partner ecosystem","Exposure","third party vendor and fintech partner ecosystem::core processing and payments technology vendors eg fiserv tsys type processors","Subcategory"
"third party vendor and fintech partner ecosystem","Exposure","third party vendor and fintech partner ecosystem::title escrow and closing services platforms tied to real estate transactions eg fnf","Subcategory"
"third party vendor and fintech partner ecosystem","Exposure","third party vendor and fintech partner ecosystem::credit bureaus kyc identity verification and data aggregation partners","Subcategory"
"third party vendor and fintech partner ecosystem","Exposure","third party vendor and fintech partner ecosystem::managed it security service providers and outsourced call centers","Subcategory"
"market infrastructure and institutional systems","Exposure","market infrastructure and institutional systems::derivatives and securities clearing settlement pipelines","Subcategory"
"market infrastructure and institutional systems","Exposure","market infrastructure and institutional systems::central bank and national payment system infrastructure","Subcategory"
"market infrastructure and institutional systems","Exposure","market infrastructure and institutional systems::correspondent banking and interbank messaging systems","Subcategory"
"market infrastructure and institutional systems","Exposure","market infrastructure and institutional systems::credit union and community bank shared service platforms","Subcategory"
"market infrastructure and institutional systems","Exposure","market infrastructure and institutional systems::regulatory reporting and financial market utility interfaces","Subcategory"
"digital and remote access channels","Exposure","digital and remote access channels::online and mobile banking insurance portals","Subcategory"
"digital and remote access channels","Exposure","digital and remote access channels::remote access and vpn citrix infrastructure a documented entry point eg icbc cve 2023 4966 4967","Subcategory"
"digital and remote access channels","Exposure","digital and remote access channels::email and collaboration systems","Subcategory"
"digital and remote access channels","Exposure","digital and remote access channels::call center and customer service platforms","Subcategory"
"digital and remote access channels","Exposure","digital and remote access channels::employee remote work endpoints and credentials","Subcategory"
"corporate legal and governance records","Exposure","corporate legal and governance records::board executive communications and m and a sensitive information","Subcategory"
"corporate legal and governance records","Exposure","corporate legal and governance records::internal audit compliance and regulatory exam records","Subcategory"
"corporate legal and governance records","Exposure","corporate legal and governance records::litigation and legal hold materials","Subcategory"
"corporate legal and governance records","Exposure","corporate legal and governance records::vendor contracts and risk assessment documentation","Subcategory"
"corporate legal and governance records","Exposure","corporate legal and governance records::employee hr and payroll records","Subcategory"
"initial access vectors","Hazard","initial access vectors::exploitation of unpatched internet facing vpn remote access appliances and edge devices a leading verizon dbir cited vector for healthcare breaches up sharply year over year","Subcategory"
