id,name,parent,kind
"regulatory notification and litigation exposure::coppa and state student privacy laws eg sopipa style statutes","COPPA and state student-privacy laws (e.g. SOPIPA-style statutes)","Regulatory, Notification and Litigation Exposure","hazard"
"regulatory notification and litigation exposure::state breach notification statutes and attorney general inquiries","State breach-notification statutes and attorney-general inquiries","Regulatory, Notification and Litigation Exposure","hazard"
"regulatory notification and litigation exposure::uk gdpr eu gdpr and ico or dpa enforcement","UK GDPR / EU GDPR and ICO or DPA enforcement","Regulatory, Notification and Litigation Exposure","hazard"
"regulatory notification and litigation exposure::hipaa exposure for university medical centres clinics and health research","HIPAA exposure for university medical centres, clinics and health research","Regulatory, Notification and Litigation Exposure","hazard"
"regulatory notification and litigation exposure::research funder irb and human subjects data obligations","Research funder, IRB and human-subjects data obligations","Regulatory, Notification and Litigation Exposure","hazard"
"regulatory notification and litigation exposure::class action litigation on behalf of students parents and staff","Class-action litigation on behalf of students, parents and staff","Regulatory, Notification and Litigation Exposure","hazard"
"regulatory notification and litigation exposure::delayed notification liability and credit monitoring remediation costs","Delayed-notification liability and credit-monitoring remediation costs","Regulatory, Notification and Litigation Exposure","hazard"
"regulatory notification and litigation exposure::public records and transparency obligations for public institutions","Public-records and transparency obligations for public institutions","Regulatory, Notification and Litigation Exposure","hazard"
"operational disruption of instruction and institutional continuity::full school or campus closure and lost instructional days","Full school or campus closure and lost instructional days","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::statutory make up day and calendar extension obligations","Statutory make-up day and calendar-extension obligations","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::loss of attendance gradebook timetabling and transport systems","Loss of attendance, gradebook, timetabling and transport systems","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::disruption to free reduced meal programmes and student services","Disruption to free/reduced meal programmes and student services","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::payroll hr and accounts payable outage","Payroll, HR and accounts-payable outage","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::research interruption lost experiments and grant milestone failure","Research interruption, lost experiments and grant milestone failure","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::admissions enrolment registration and financial aid disruption","Admissions, enrolment, registration and financial-aid disruption","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::extended rebuild and device re imaging across large fleets","Extended rebuild and device re-imaging across large fleets","Operational Disruption of Instruction and Institutional Continuity","hazard"
"operational disruption of instruction and institutional continuity::library catalogue and digital collection outage","Library, catalogue and digital collection outage","Operational Disruption of Instruction and Institutional Continuity","hazard"
"underfunded security posture and recovery capability::small or single person it teams in k 12 districts","Small or single-person IT teams in K-12 districts","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::legacy and end of life systems retained on constrained capital budgets","Legacy and end-of-life systems retained on constrained capital budgets","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::backup compromise untested restores and insufficient offline copies","Backup compromise, untested restores and insufficient offline copies","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::absence of 24 7 monitoring edr coverage gaps and alert fatigue","Absence of 24/7 monitoring, EDR coverage gaps and alert fatigue","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::limited or absent cyber insurance and incident response retainers","Limited or absent cyber insurance and incident-response retainers","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::slow public procurement and board approval cycles","Slow public procurement and board-approval cycles","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::reserve depletion funding recovery british library used c40 of reserves","Reserve depletion funding recovery (British Library used c.40% of reserves)","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::it staff burnout and turnover following incidents","IT staff burnout and turnover following incidents","Underfunded Security Posture and Recovery Capability","hazard"
"underfunded security posture and recovery capability::decentralised university it with no central authority over departmental systems","Decentralised university IT with no central authority over departmental systems","Underfunded Security Posture and Recovery Capability","hazard"
"student information systems sis and core records::enrolment demographic and household records","Enrolment, demographic and household records","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::attendance and truancy data","Attendance and truancy data","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::disciplinary and behavioural records","Disciplinary and behavioural records","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::transcripts grades and academic history","Transcripts, grades and academic history","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::special education iep 504 records","Special-education (IEP/504) records","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::immunisation and student health records held in sis","Immunisation and student health records held in SIS","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::emergency contact and guardian custody information","Emergency contact and guardian/custody information","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::free and reduced price meal eligibility income linked","Free and reduced-price meal eligibility (income-linked)","Student Information Systems (SIS) and Core Records","exposure"
"student information systems sis and core records::vendor hosted sis instances and sis data warehouses","Vendor-hosted SIS instances and SIS data warehouses","Student Information Systems (SIS) and Core Records","exposure"
"learning management systems gradebooks and instructional platforms::lms platforms canvas blackboard moodle schoology google classroom","LMS platforms (Canvas, Blackboard, Moodle, Schoology, Google Classroom)","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"learning management systems gradebooks and instructional platforms::gradebooks and assignment submission repositories","Gradebooks and assignment/submission repositories","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"learning management systems gradebooks and instructional platforms::private messaging between students teachers and staff","Private messaging between students, teachers and staff","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"learning management systems gradebooks and instructional platforms::online assessment exam and remote proctoring systems","Online assessment, exam and remote-proctoring systems","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"learning management systems gradebooks and instructional platforms::lecture capture courseware and digital content libraries","Lecture capture, courseware and digital content libraries","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"learning management systems gradebooks and instructional platforms::plagiarism detection and academic integrity tooling","Plagiarism detection and academic-integrity tooling","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"learning management systems gradebooks and instructional platforms::course rosters section data and lti integrations","Course rosters, section data and LTI integrations","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"learning management systems gradebooks and instructional platforms::single sign on tokens and api keys linking lms to institutional identity","Single sign-on tokens and API keys linking LMS to institutional identity","Learning Management Systems, Gradebooks and Instructional Platforms","exposure"
"financial aid bursar payroll and payment systems::financial aid fafsa scholarship and loan records","Financial aid, FAFSA, scholarship and loan records","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::bursar tuition billing and student account systems","Bursar, tuition billing and student account systems","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::payroll hr and benefits data for staff and faculty","Payroll, HR and benefits data for staff and faculty","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::bank account and direct deposit details","Bank account and direct deposit details","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::social security numbers and taxpayer identifiers","Social Security numbers and taxpayer identifiers","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::third party tuition payment processors and gateways","Third-party tuition payment processors and gateways","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::procurement accounts payable and vendor master files","Procurement, accounts payable and vendor master files","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::campus card and stored value dining account systems","Campus card and stored-value/dining account systems","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"financial aid bursar payroll and payment systems::grant accounting and research funding administration","Grant accounting and research funding administration","Financial Aid, Bursar, Payroll and Payment Systems","exposure"
"research data intellectual property and regulated research health data::human subjects research cohorts and longitudinal study data","Human-subjects research cohorts and longitudinal study data","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::clinical patient and genomic research datasets hipaa regulated","Clinical, patient and genomic research datasets (HIPAA-regulated)","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::pre publication research grant applications and unpublished results","Pre-publication research, grant applications and unpublished results","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::patents licensing pipelines and technology transfer records","Patents, licensing pipelines and technology-transfer records","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::export controlled defence and dual use research","Export-controlled, defence and dual-use research","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::industry sponsored and contract research under nda","Industry-sponsored and contract research under NDA","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::hpc clusters lab instrumentation and research computing storage","HPC clusters, lab instrumentation and research computing storage","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::licensed third party datasets with contractual breach penalties","Licensed third-party datasets with contractual breach penalties","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"research data intellectual property and regulated research health data::irb records and participant consent identity linkage files","IRB records and participant consent/identity linkage files","Research Data, Intellectual Property and Regulated Research Health Data","exposure"
"minors pii and sensitive student welfare records::minors names dates of birth addresses and ssns","Minors' names, dates of birth, addresses and SSNs","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::counselling mental health and psychological assessment records","Counselling, mental-health and psychological assessment records","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::child protection safeguarding and abuse reports","Child protection, safeguarding and abuse reports","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::custody foster care and guardianship arrangements","Custody, foster-care and guardianship arrangements","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::juvenile justice and prior conviction referral records","Juvenile justice and prior-conviction referral records","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::health disability and medication records","Health, disability and medication records","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::immigration status and english learner designations","Immigration status and English-learner designations","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::photographs biometrics and student id imagery","Photographs, biometrics and student ID imagery","Minors' PII and Sensitive Student Welfare Records","exposure"
"minors pii and sensitive student welfare records::long tail identity theft exposure dormant credit files of minors","Long-tail identity-theft exposure (dormant credit files of minors)","Minors' PII and Sensitive Student Welfare Records","exposure"
"campus operational technology and physical safety systems::door access control badging and electronic locking systems","Door access control, badging and electronic locking systems","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::cctv video surveillance and monitoring platforms","CCTV, video surveillance and monitoring platforms","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::fire alarm intrusion detection and emergency notification systems","Fire alarm, intrusion detection and emergency notification systems","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::hvac boiler and building management systems","HVAC, boiler and building management systems","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::dormitory and residence hall access and utilities","Dormitory and residence-hall access and utilities","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::bus routing fleet telematics and student transport tracking","Bus routing, fleet telematics and student transport tracking","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::bell schedules pa systems and lockdown emergency controls","Bell schedules, PA systems and lockdown/emergency controls","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::campus security floor plans blueprints and camera placement maps","Campus security floor plans, blueprints and camera placement maps","Campus Operational Technology and Physical Safety Systems","exposure"
"campus operational technology and physical safety systems::laboratory athletic facility and dining ot systems","Laboratory, athletic facility and dining OT systems","Campus Operational Technology and Physical Safety Systems","exposure"
"alumni donor and advancement databases::alumni contact employment and biographical records","Alumni contact, employment and biographical records","Alumni, Donor and Advancement Databases","exposure"
"alumni donor and advancement databases::donor giving histories and pledge commitments","Donor giving histories and pledge commitments","Alumni, Donor and Advancement Databases","exposure"
"alumni donor and advancement databases::wealth screening and capacity propensity ratings","Wealth screening and capacity/propensity ratings","Alumni, Donor and Advancement Databases","exposure"
"alumni donor and advancement databases::major gift prospect research and confidential correspondence","Major-gift prospect research and confidential correspondence","Alumni, Donor and Advancement Databases","exposure"
"alumni donor and advancement databases::payment instruments and recurring donation details","Payment instruments and recurring donation details","Alumni, Donor and Advancement Databases","exposure"
"alumni donor and advancement databases::endowment trust and planned giving records","Endowment, trust and planned-giving records","Alumni, Donor and Advancement Databases","exposure"
"alumni donor and advancement databases::board trustee and named benefactor information","Board, trustee and named-benefactor information","Alumni, Donor and Advancement Databases","exposure"
"alumni donor and advancement databases::event membership and affinity programme data","Event, membership and affinity programme data","Alumni, Donor and Advancement Databases","exposure"
"third party edtech cloud and identity infrastructure::sis lms and assessment vendors aggregation nodes","SIS, LMS and assessment vendors (aggregation nodes)","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::managed service providers and regional education service agencies","Managed service providers and regional education service agencies","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::cloud tenancies microsoft 365 google workspace and oauth token estates","Cloud tenancies (Microsoft 365, Google Workspace) and OAuth token estates","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::federated identity providers and sso trust fabric shibboleth incommon edugain","Federated identity providers and SSO trust fabric (Shibboleth, InCommon, eduGAIN)","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::managed file transfer and data exchange platforms","Managed file transfer and data exchange platforms","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::payment processors tuition plans and collections agencies","Payment processors, tuition plans and collections agencies","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::library systems catalogues e resource and publisher platforms","Library systems, catalogues, e-resource and publisher platforms","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::transcript credentialing admissions and enrolment verification services","Transcript, credentialing, admissions and enrolment-verification services","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::backup dr and archival providers","Backup, DR and archival providers","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"third party edtech cloud and identity infrastructure::student wellbeing tutoring safety monitoring and communications apps","Student wellbeing, tutoring, safety-monitoring and communications apps","Third-Party Edtech, Cloud and Identity Infrastructure","exposure"
"initial access vectors::stolen compromised credentials ibm 1 vector at 16 eg conpet infostealer on an it admins personal device","Stolen/compromised credentials (IBM: #1 vector at 16%; e.g., Conpet infostealer on an IT admin's personal device)","Initial Access Vectors","hazard"
"initial access vectors::infostealer malware harvesting vpn wsus rdp credentials from employee or contractor devices","Infostealer malware harvesting VPN/WSUS/RDP credentials from employee or contractor devices","Initial Access Vectors","hazard"
"initial access vectors::internet facing vpn firewall and remote access appliance exploitation fortinet citrix ivanti class edge devices","Internet-facing VPN, firewall, and remote-access appliance exploitation (Fortinet/Citrix/Ivanti-class edge devices)","Initial Access Vectors","hazard"
"initial access vectors::phishing business email compromise energy utilities are hit harder by email borne attacks than most sectors","Phishing / business email compromise (energy/utilities are hit harder by email-borne attacks than most sectors)","Initial Access Vectors","hazard"
"initial access vectors::abuse of legitimate internal infrastructure eg wsus patch management to push a malicious fake update at conpet","Abuse of legitimate internal infrastructure (e.g., WSUS/patch-management to push a malicious 'fake update' at Conpet)","Initial Access Vectors","hazard"
"initial access vectors::exploitation of unpatched internet facing enterprise apps and public facing customer billing portals","Exploitation of unpatched internet-facing enterprise apps and public-facing customer/billing portals","Initial Access Vectors","hazard"
"initial access vectors::third party vendor and msp remote access compromise","Third-party/vendor and MSP remote-access compromise","Initial Access Vectors","hazard"
"extortion tactics::encryption of it systems production planning shipment tracking billing erp","Encryption of IT systems (production planning, shipment tracking, billing, ERP)","Extortion Tactics","hazard"
"extortion tactics::data exfiltration leak site publication double extortion eg alphv 150gb from creos encevo qilin 1tb from conpet","Data exfiltration + leak-site publication (double extortion; e.g., ALPHV 150GB from Creos/Encevo, Qilin ~1TB from Conpet)","Extortion Tactics","hazard"
"extortion tactics::triple extortion added pressure via press regulators and threats to customers partners whose data was stolen","Triple extortion: added pressure via press/regulators, and threats to customers/partners whose data was stolen","Extortion Tactics","hazard"
"extortion tactics::threat harassment of executives employees and petro points loyalty style customer bases","Threat/harassment of executives, employees, and Petro-Points/loyalty-style customer bases","Extortion Tactics","hazard"
"extortion tactics::ddos as an added coercion layer","DDoS as an added coercion layer","Extortion Tactics","hazard"
"extortion tactics::auctioning selling stolen files to highest bidder ransomhub model","Auctioning/selling stolen files to highest bidder (RansomHub model)","Extortion Tactics","hazard"
"extortion tactics::geopolitical hacktivist extortion and name and shame with no intent to decrypt eg handala targeting gulf oil majors","Geopolitical/hacktivist extortion and 'name-and-shame' with no intent to decrypt (e.g., Handala targeting Gulf oil majors)","Extortion Tactics","hazard"
"ot vs it risk cyber physical::precautionary ot shutdown after an it only breach colonial pipeline 6 day halt conpet isolated systems","Precautionary OT shutdown after an IT-only breach (Colonial Pipeline 6-day halt; Conpet isolated systems)","OT vs IT Risk (Cyber-Physical)","hazard"
"ot vs it risk cyber physical::flat poorly segmented it ot networks allowing lateral movement into control systems","Flat/poorly-segmented IT-OT networks allowing lateral movement into control systems","OT vs IT Risk (Cyber-Physical)","hazard"
"ot vs it risk cyber physical::scada dcs hmi historian compromise and loss of view or loss of control","SCADA / DCS / HMI / historian compromise and loss of view or loss of control","OT vs IT Risk (Cyber-Physical)","hazard"
"ot vs it risk cyber physical::ot specific ics tailored malware eg frostygoop manipulating modbus tcp 502 ekans snake targeting ics processes","OT-specific/ICS-tailored malware (e.g., FrostyGoop manipulating Modbus TCP/502; EKANS/Snake targeting ICS processes)","OT vs IT Risk (Cyber-Physical)","hazard"
"ot vs it risk cyber physical::legacy unpatchable ot assets and long ot maintenance windows","Legacy/unpatchable OT assets and long OT maintenance windows","OT vs IT Risk (Cyber-Physical)","hazard"
"ot vs it risk cyber physical::safety instrumented system sis risk and potential for physical damage to turbines pipelines transformers","Safety-instrumented-system (SIS) risk and potential for physical damage to turbines, pipelines, transformers","OT vs IT Risk (Cyber-Physical)","hazard"
"ot vs it risk cyber physical::dragos 25 of observed ot ransomware cases involved full ot site shutdown 75 caused some operational disruption","Dragos: 25% of observed OT ransomware cases involved full OT-site shutdown, 75% caused some operational disruption","OT vs IT Risk (Cyber-Physical)","hazard"
"third party and supply chain risk::oilfield services and drilling contractors as chokepoints halliburton disruption rippled to e and p customers","Oilfield-services and drilling contractors as chokepoints (Halliburton disruption rippled to E&P customers)","Third-Party & Supply-Chain Risk","hazard"
"third party and supply chain risk::ics automation vendors and remote maintenance access eg schneider electric compromise affecting industrial customers","ICS/automation vendors and remote-maintenance access (e.g., Schneider Electric compromise affecting industrial customers)","Third-Party & Supply-Chain Risk","hazard"
"third party and supply chain risk::managed service providers and shared it platforms across utility groups","Managed service providers and shared IT platforms across utility groups","Third-Party & Supply-Chain Risk","hazard"
"third party and supply chain risk::software firmware supply chain and update mechanism abuse","Software/firmware supply-chain and update-mechanism abuse","Third-Party & Supply-Chain Risk","hazard"
"third party and supply chain risk::fuel retail and payment pos processors suncor petro canada payment outage at 1500 stations","Fuel-retail and payment/POS processors (Suncor/Petro-Canada payment outage at 1,500+ stations)","Third-Party & Supply-Chain Risk","hazard"
"third party and supply chain risk::interconnected grid pipeline operators and shared scada telemetry","Interconnected grid/pipeline operators and shared SCADA telemetry","Third-Party & Supply-Chain Risk","hazard"
"third party and supply chain risk::metering ami and smart grid device supply chain","Metering, AMI, and smart-grid device supply chain","Third-Party & Supply-Chain Risk","hazard"
"insider and workforce risk::privileged it ot administrator credential theft conpet root cause","Privileged IT/OT administrator credential theft (Conpet root cause)","Insider & Human-Factor Risk","hazard"
"insider and workforce risk::use of personal unmanaged devices for work access","Use of personal/unmanaged devices for work access","Insider & Human-Factor Risk","hazard"
"insider and workforce risk::contractor and seasonal field workforce access sprawl","Contractor and seasonal/field-workforce access sprawl","Insider & Human-Factor Risk","hazard"
"insider and workforce risk::weak mfa coverage on remote access and ot jump hosts","Weak MFA coverage on remote-access and OT jump hosts","Insider & Human-Factor Risk","hazard"
"insider and workforce risk::malicious or negligent insiders with scada access","Malicious or negligent insiders with SCADA access","Insider & Human-Factor Risk","hazard"
"regulatory legal and reputational exposure::nerc cip bulk power and tsa pipeline security directive obligations","NERC CIP (bulk power) and TSA pipeline security-directive obligations","Regulatory, Legal & Reputational Exposure","hazard"
"regulatory legal and reputational exposure::cisa circia and national cert incident reporting mandates sec 8 k materiality disclosure halliburton","CISA/CIRCIA and national-CERT incident-reporting mandates; SEC 8-K materiality disclosure (Halliburton)","Regulatory, Legal & Reputational Exposure","hazard"
"regulatory legal and reputational exposure::ofac sanctions exposure when paying ransom to sanctioned russian linked groups","OFAC sanctions exposure when paying ransom to sanctioned/Russian-linked groups","Regulatory, Legal & Reputational Exposure","hazard"
"regulatory legal and reputational exposure::data protection privacy penalties gdpr in eu customer pii breaches","Data-protection/privacy penalties (GDPR in EU; customer PII breaches)","Regulatory, Legal & Reputational Exposure","hazard"
"regulatory legal and reputational exposure::state national security scrutiny and geopolitical targeting of energy assets","State/national-security scrutiny and geopolitical targeting of energy assets","Regulatory, Legal & Reputational Exposure","hazard"
"regulatory legal and reputational exposure::litigation and shareholder stock impact from disclosed material incidents","Litigation and shareholder/stock impact from disclosed material incidents","Regulatory, Legal & Reputational Exposure","hazard"
"operational technology and control systems::scada systems and rtus plcs at pipelines substations wells pump compressor stations","SCADA systems and RTUs/PLCs at pipelines, substations, wells, pump/compressor stations","Operational Technology & Control Systems","exposure"
"operational technology and control systems::distributed control systems dcs at power plants and refineries","Distributed control systems (DCS) at power plants and refineries","Operational Technology & Control Systems","exposure"
"operational technology and control systems::human machine interfaces hmis engineering workstations and ot historians","Human-machine interfaces (HMIs), engineering workstations, and OT historians","Operational Technology & Control Systems","exposure"
"operational technology and control systems::safety instrumented systems sis and protective relays","Safety-instrumented systems (SIS) and protective relays","Operational Technology & Control Systems","exposure"
"operational technology and control systems::modbus dnp3 iec 61850 industrial protocol networks","Modbus/DNP3/IEC-61850 industrial protocol networks","Operational Technology & Control Systems","exposure"
"operational technology and control systems::grid ami smart meter and distribution automation infrastructure","Grid/AMI smart-meter and distribution-automation infrastructure","Operational Technology & Control Systems","exposure"
"enterprise it and business critical applications::production planning and shipment logistics tracking systems halliburton","Production-planning and shipment/logistics-tracking systems (Halliburton)","Enterprise IT & Business-Critical Applications","exposure"
"enterprise it and business critical applications::erp scm and asset management platforms","ERP, SCM, and asset-management platforms","Enterprise IT & Business-Critical Applications","exposure"
"enterprise it and business critical applications::energy trading scheduling and settlement systems","Energy-trading, scheduling, and settlement systems","Enterprise IT & Business-Critical Applications","exposure"
"enterprise it and business critical applications::billing metering to cash and customer information systems cis","Billing, metering-to-cash, and customer-information systems (CIS)","Enterprise IT & Business-Critical Applications","exposure"
"enterprise it and business critical applications::email identity active directory and vpn remote access infrastructure","Email, identity/Active Directory, and VPN/remote-access infrastructure","Enterprise IT & Business-Critical Applications","exposure"
"enterprise it and business critical applications::backup and disaster recovery systems targeted to force payment","Backup and disaster-recovery systems (targeted to force payment)","Enterprise IT & Business-Critical Applications","exposure"
"customer facing and retail systems::fuel retail pos and electronic payment systems suncor petro canada 1500 stations to cash only","Fuel-retail POS and electronic-payment systems (Suncor/Petro-Canada: 1,500+ stations to cash-only)","Customer-Facing & Retail Systems","exposure"
"customer facing and retail systems::customer web portals and mobile apps creos enovos portals knocked offline","Customer web portals and mobile apps (Creos/Enovos portals knocked offline)","Customer-Facing & Retail Systems","exposure"
"customer facing and retail systems::loyalty rewards platforms and member databases petro points","Loyalty/rewards platforms and member databases (Petro-Points)","Customer-Facing & Retail Systems","exposure"
"customer facing and retail systems::outage reporting and customer service systems","Outage-reporting and customer-service systems","Customer-Facing & Retail Systems","exposure"
"customer facing and retail systems::prepay smart meter customer accounts","Prepay/smart-meter customer accounts","Customer-Facing & Retail Systems","exposure"
"sensitive data assets::customer pii and payment loyalty data","Customer PII and payment/loyalty data","Sensitive Data Assets","exposure"
"sensitive data assets::employee pii hr records passport id scans conpet creos","Employee PII, HR records, passport/ID scans (Conpet, Creos)","Sensitive Data Assets","exposure"
"sensitive data assets::confidential contracts agreements invoices financial records","Confidential contracts, agreements, invoices, financial records","Sensitive Data Assets","exposure"
"sensitive data assets::engineering diagrams pipeline grid schematics and control system documentation national security sensitive","Engineering diagrams, pipeline/grid schematics, and control-system documentation (national-security sensitive)","Sensitive Data Assets","exposure"
"sensitive data assets::geophysical seismic reserves and exploration ip oil and gas trade secrets","Geophysical/seismic, reserves, and exploration IP (oil & gas trade secrets)","Sensitive Data Assets","exposure"
"sensitive data assets::plaintext credentials and access secrets found in exfiltrated document troves 2270 credential bearing files at creos","Plaintext credentials and access secrets found in exfiltrated document troves (2,270+ credential-bearing files at Creos)","Sensitive Data Assets","exposure"
"third parties and interconnections::oilfield service drilling and epc contractors","Oilfield-service, drilling, and EPC contractors","Third Parties & Interconnections","exposure"
"third parties and interconnections::ics automation vendors and remote maintenance channels","ICS/automation vendors and remote-maintenance channels","Third Parties & Interconnections","exposure"
"third parties and interconnections::fuel payment processors and retail franchisees","Fuel/payment processors and retail franchisees","Third Parties & Interconnections","exposure"
"third parties and interconnections::interconnected pipeline grid operators and shared telemetry","Interconnected pipeline/grid operators and shared telemetry","Third Parties & Interconnections","exposure"
"third parties and interconnections::msps it outsourcers and shared group it platforms","MSPs, IT outsourcers, and shared group-IT platforms","Third Parties & Interconnections","exposure"
"third parties and interconnections::software firmware update supply chain wsus abuse vendor patches","Software/firmware/update supply chain (WSUS abuse, vendor patches)","Third Parties & Interconnections","exposure"
"initial access vectors::exploitation of internet facing remote access appliances eg citrix netscaler cve 2023 4966 4967 in the icbc incident","Exploitation of internet-facing remote-access appliances (e.g., Citrix NetScaler CVE-2023-4966/4967 in the ICBC incident)","Initial Access Vectors","hazard"
"initial access vectors::phishing and malicious links leading to credential endpoint compromise eg evolve bank and trust employee click","Phishing and malicious links leading to credential/endpoint compromise (e.g., Evolve Bank & Trust employee click)","Initial Access Vectors","hazard"
"initial access vectors::stolen leaked credentials sourced from infostealer logs 54 of ransomware victims per 2025 verizon dbir had prior credential exposure","Stolen/leaked credentials sourced from infostealer logs (54% of ransomware victims per 2025 Verizon DBIR had prior credential exposure)","Initial Access Vectors","hazard"
"initial access vectors::compromise via a shared downstream vendor rather than the institutions own perimeter frost citizens shared vendor deutsche bank marketing platform vendor","Compromise via a shared/downstream vendor rather than the institution's own perimeter (Frost/Citizens shared vendor; Deutsche Bank marketing-platform vendor)","Initial Access Vectors","hazard"
"initial access vectors::exploitation of unpatched known cves in edge vpn infrastructure","Exploitation of unpatched known CVEs in edge/VPN infrastructure","Initial Access Vectors","hazard"
"initial access vectors::business email compromise as a precursor to ransomware deployment","Business email compromise as a precursor to ransomware deployment","Initial Access Vectors","hazard"
"extortion tactics::encryption of core systems to force operational downtime classic single extortion","Encryption of core systems to force operational downtime (classic single extortion)","Extortion Tactics","hazard"
