id,metric,value,source,source_url,scope
"Finance and Insurance::ransomware victims prior credentials exposed in infostealer logs all industries 2024 data","Ransomware victims prior credentials exposed in infostealer logs (all industries, 2024 data)","54%","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/reports/2025-dbir-data-breach-investigations-report.pdf","industry"
"Healthcare and Social Assistance::total healthcare sector victims posted on ransomware leak sites 2015 2026 cumulative","Total Healthcare-sector victims posted on ransomware leak sites (2015-2026, cumulative)","2,443 victims","ransomware.live v2 API, sectorvictims/Healthcare endpoint (pulled 2026-07-19/20)","https://api.ransomware.live/v2/sectorvictims/Healthcare","industry"
"Healthcare and Social Assistance::healthcare sector victims by year ransomwarelive","Healthcare-sector victims by year (ransomware.live)","2020: 34 | 2021: 106 | 2022: 206 | 2023: 443 | 2024: 627 | 2025: 627 | 2026 (through Jul 19): 387","ransomware.live v2 API, sectorvictims/Healthcare endpoint","","industry"
"Healthcare and Social Assistance::top ransomware groups targeting healthcare by posted victim count","Top ransomware groups targeting Healthcare (by posted-victim count)","Qilin 178, LockBit3 143, Inc Ransom 128, BianLian 92, RansomHub 81, Clop 72, ALPHV/BlackCat 68, Everest 63, Medusa 63","ransomware.live v2 API, sectorvictims/Healthcare endpoint","","industry"
"Healthcare and Social Assistance::top countries for healthcare sector victims","Top countries for Healthcare-sector victims","US 1,092, GB 58, AU 58, CA 57, IN 56, DE 55, FR 47, BR 45","ransomware.live v2 API, sectorvictims/Healthcare endpoint","","industry"
"Healthcare and Social Assistance::average cost of a us healthcare data breach 2025","Average cost of a US healthcare data breach (2025)","$7.42 million (down from ~$9.77M in 2024); highest of any industry for 14 consecutive years; average detection+containment time 279 days (longest of any industry)","IBM Cost of a Data Breach Report 2025","https://www.ibm.com/reports/data-breach","industry"
"Healthcare and Social Assistance::global average cost per exposed record per breach healthcare","Global average cost per exposed record / per breach, healthcare","$398 per exposed record; $3.5 million per breach (global, all countries)","IBM Cost of a Data Breach Report 2025 (as reported via HIPAA Journal/IBM insights)","https://www.ibm.com/think/insights/cost-of-a-data-breach-healthcare-industry","industry"
"Healthcare and Social Assistance::healthcare ransom demand and payment trend 2025","Healthcare ransom demand and payment trend, 2025","Average ransom demand fell 91% year-over-year to $343K (from $4M in 2024); average ransom paid fell to $150K (from $1.47M) - lowest of any sector surveyed; only 36% of healthcare providers paid (down from 61% in 2022)","Sophos State of Ransomware in Healthcare 2025","https://www.sophos.com/en-us/resources/white-papers/state-of-ransomware-in-healthcare","industry"
"Healthcare and Social Assistance::healthcare mean ransomware recovery cost excluding ransom 2025","Healthcare mean ransomware recovery cost (excluding ransom), 2025","$1.02 million, down 60% from $2.57 million in 2024","Sophos State of Ransomware in Healthcare 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-healthcare-2025","industry"
"Healthcare and Social Assistance::data encryption rate in healthcare ransomware incidents 2025","Data-encryption rate in healthcare ransomware incidents, 2025","34% of attacks resulted in data encryption - a 5-year low; attacks stopped before encryption at a 5-year high","Sophos State of Ransomware in Healthcare 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-healthcare-2025","industry"
"Healthcare and Social Assistance::confirmed ransomware attacks on healthcare providers 2024 vs 2025","Confirmed ransomware attacks on healthcare providers, 2024 vs 2025","2024: 181 confirmed attacks on providers, ~25.6 million records affected, avg demand $5.7M, avg paid $900K. 2025: 445 attacks on hospitals/clinics/direct-care providers plus 191 on healthcare businesses (vendors/billing/pharma), avg demand ~$600K","Comparitech Healthcare Ransomware Roundup 2025","https://www.comparitech.com/news/healthcare-ransomware-roundup-2025-stats-on-attacks-ransoms-and-data-breaches/","industry"
"Healthcare and Social Assistance::median ransom paid by healthcare victims 2025","Median ransom paid by healthcare victims, 2025","~$150,000 - among the lowest of any industry tracked","Coveware Quarterly Ransomware Report (via industry press coverage)","https://www.coveware.com/ransomware-quarterly-reports","industry"
"Healthcare and Social Assistance::share of healthcare breaches involving ransomware","Share of healthcare breaches involving ransomware","48% of all healthcare breaches involved ransomware in the 2026 DBIR reporting period (Nov 2024-Oct 2025), up from 44% the prior year","Verizon 2026 Data Breach Investigations Report, Healthcare Snapshot","https://www.verizon.com/business/resources/reports/2026-dbir-healthcare-snapshot.pdf","industry"
"Healthcare and Social Assistance::healthcare share of all ransomware attacks q2 2025","Healthcare share of all ransomware attacks, Q2 2025","13.7% of ransomware attacks in Q2 2025 targeted healthcare, among the most-targeted sectors","Coveware Q2 2025 Ransomware Report (via Veeam press release)","https://www.veeam.com/company/press-release/coveware-by-veeam-reveals-q2-2025-ransomware-surge-social-engineering-and-data-exfiltration-drive-record-payouts.html","industry"
"Information Technology::technology share of ransomware incidents 2nd most targeted sector behind manufacturing at 14","Technology share of ransomware incidents (2nd most-targeted sector, behind manufacturing at 14%)","~9% of incidents","Sophos State of Ransomware 2025","https://www.sophos.com/en-us/content/state-of-ransomware","industry"
"Information Technology::average ransomware recovery cost all sectors excl ransom","Average ransomware recovery cost (all sectors, excl. ransom)","$1.53M (down 44% from $2.73M in 2024)","Sophos State of Ransomware 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-2025","industry"
"Information Technology::median ransom payment all sectors","Median ransom payment (all sectors)","$1.0M (down from $1.26M prior year)","Sophos State of Ransomware 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-2025","industry"
"Information Technology::average cost of an extortion ransomware incident","Average cost of an extortion/ransomware incident","$5.08M","IBM Cost of a Data Breach 2025","https://www.ibm.com/reports/data-breach","industry"
"Information Technology::average data breach cost technology sector","Average data-breach cost, Technology sector","$4.79M","IBM Cost of a Data Breach 2025","https://www.ibm.com/reports/data-breach","industry"
"Information Technology::global average data breach cost all industries","Global average data-breach cost (all industries)","$4.44M (down 9% from $4.88M)","IBM Cost of a Data Breach 2025","https://www.ibm.com/reports/data-breach","industry"
"Information Technology::average ransom payment q4 2024","Average ransom payment, Q4 2024","$553,959 (+16% QoQ)","Coveware Q4 2024 Quarterly Report","https://www.coveware.com/blog/2025/1/31/q4-report","industry"
"Information Technology::median ransom payment q4 2024","Median ransom payment, Q4 2024","$110,890 (-45% QoQ)","Coveware Q4 2024 Quarterly Report","https://www.coveware.com/blog/2025/1/31/q4-report","industry"
"Information Technology::share of victims paying a ransom q4 2024 all time low","Share of victims paying a ransom, Q4 2024 (all-time low)","25%","Coveware Q4 2024 Quarterly Report","https://www.coveware.com/blog/2025/1/31/q4-report","industry"
"Information Technology::share of breaches involving ransomware","Share of breaches involving ransomware","44% (up from 32% prior year); 88% among SMBs","Verizon DBIR 2025","https://www.verizon.com/business/resources/reports/dbir/","industry"
"Information Technology::median ransomware payout share refusing to pay","Median ransomware payout / share refusing to pay","Median $115K; 64% of victims refused to pay","Verizon DBIR 2025","https://www.verizon.com/business/resources/reports/dbir/","industry"
"Information Technology::total tracked ransom payments 2024","Total tracked ransom payments, 2024","~$813.55M (down ~35% from $1.25B record in 2023)","Chainalysis 2025 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-crime-ransomware-victim-extortion-2025/","industry"
"Information Technology::cdk global downstream dealer losses single it saas incident","CDK Global downstream dealer losses (single IT-SaaS incident)",">$1B (Anderson Economic Group)","Anderson Economic Group via TechTarget/CyberScoop","https://www.techtarget.com/whatis/feature/The-CDK-Global-outage-Explaining-how-it-happened","industry"
"Information Technology::moveit progress downstream scope single it supply chain incident","MOVEit/Progress downstream scope (single IT supply-chain incident)","2,700+ organizations; ~93.3M individuals; est. aggregate cost ~$10.6B-$15.8B","Emsisoft / Wikipedia MOVEit analysis","https://www.emsisoft.com/en/blog/44123/unpacking-the-moveit-breach-statistics-and-analysis/","industry"
"Manufacturing::manufacturing as share of ransomware attacks industry rank","Manufacturing as share of ransomware attacks (industry rank)","Manufacturing was the most-targeted sector globally for the 5th consecutive year in 2025; ~1 in 4 attacks (roughly 25%) hit manufacturing per one industry tracker, with incidents rising from 937 (2024) to 1,466 (2025), a 56% increase","Industrial Cyber / cyber-insurance industry report roundup, citing 2025 ransomware tracking data","https://industrialcyber.co/reports/global-ransomware-attacks-rose-32-in-2025-as-manufacturers-emerged-as-top-target/","industry"
"Manufacturing::manufacturing ransomware incident growth alternate count","Manufacturing ransomware incident growth (alternate count)","Ransomware attacks against manufacturing rose from 520 to 838 incidents, a 61% year-over-year increase","Industrial Cyber, citing 2025 threat intelligence report","https://industrialcyber.co/manufacturing/manufacturing-absorbs-56-ransomware-surge-of-global-attacks-in-2025-as-raas-legacy-ot-supply-chains-fuel-spike/","industry"
"Manufacturing::average ransom demand manufacturing","Average ransom demand, manufacturing","Rose from $523,000 to $1.16 million year-over-year (per one 2025 tracker); Sophos separately reports average ransom demand of $1.2M in 2025 (down 20% from $1.5M in 2024)","Industrial Cyber (tracker) and Sophos State of Ransomware in Manufacturing and Production 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-manufacturing-and-production-2025","industry"
"Manufacturing::median attack cost ransom payment manufacturing","Median attack cost / ransom payment, manufacturing","Median attack cost ~$500,000 (excluding longer-term operational losses, per tracker); Sophos: median ransom paid $1.0 million in 2025 (down from $1.2M average demand), average payment $1.0M (down from $1.2M in 2024)","Sophos State of Ransomware in Manufacturing and Production 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-manufacturing-and-production-2025","industry"
"Manufacturing::rate of ransom payment among affected manufacturers","Rate of ransom payment among affected manufacturers","51% of manufacturing organizations with encrypted data paid the ransom in 2025 (Sophos); Coveware separately reported manufacturing had the highest payment rate of any sector in 2024 at 62%, driven by pressure to avoid operational downtime","Sophos 2025 and Coveware 2024/2025 quarterly reports","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-manufacturing-and-production-2025","industry"
"Manufacturing::rate of successful encryption vs attack disruption","Rate of successful encryption vs. attack disruption","40% of attacks on manufacturers resulted in data encryption in 2025 (lowest in 5 years, down from 74% in 2024); 50% of manufacturers stopped the attack before encryption (up from 24% the prior year)","Sophos State of Ransomware in Manufacturing and Production 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-manufacturing-and-production-2025","industry"
"Manufacturing::mean recovery cost excluding ransom paid manufacturing","Mean recovery cost (excluding ransom paid), manufacturing","$1.3 million in 2025, down ~24% from $1.7 million in 2024","Sophos State of Ransomware in Manufacturing and Production 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-manufacturing-and-production-2025","industry"
"Manufacturing::root causes of manufacturing ransomware incidents","Root causes of manufacturing ransomware incidents","Exploited vulnerabilities are the leading root cause (32% of incidents); lack of in-house expertise to detect/stop attacks cited by 42.5% of victims","Sophos State of Ransomware in Manufacturing and Production 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-manufacturing-and-production-2025","industry"
"Manufacturing::dominant threat actor groups against manufacturing 2025","Dominant threat actor groups against manufacturing (2025)","Akira, Qilin, and Play identified as the three most active ransomware groups targeting manufacturing/production organizations","Sophos X-Ops, State of Ransomware in Manufacturing and Production 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-manufacturing-and-production-2025","industry"
"Manufacturing::average total cost of a data breach industrial sector","Average total cost of a data breach, industrial sector","$5.56 million (2024 IBM report figure); ~$5M cited in some 2025 summaries. Time to identify/contain a breach: 199 days to identify, 73 days to contain (above the 194/64-day global average)","IBM Cost of a Data Breach Report (2024/2025 industrial sector analysis)","https://www.ibm.com/think/insights/cost-of-a-data-breach-industrial-sector","industry"
"Manufacturing::cost of unplanned manufacturing downtime","Cost of unplanned manufacturing downtime","Unplanned downtime from ransomware can cost up to $125,000 per hour in manufacturing environments","IBM Cost of a Data Breach industrial sector analysis","https://www.ibm.com/think/insights/cost-of-a-data-breach-industrial-sector","industry"
"Manufacturing::coveware overall average median ransom payment trend all sectors q4 2025 for context","Coveware overall average/median ransom payment trend (all sectors, Q4 2025, for context)","Q4 2025 average ransom payment $591,988 (up 57% QoQ); median ransom payment $325,000 (up 132% QoQ). Q3 2025 average was ~$377,000, median $140,000","Coveware Quarterly Ransomware Report, Q3-Q4 2025","https://www.coveware.com/ransomware-quarterly-reports","industry"
"Manufacturing::ransomwarelive manufacturing sector victim count this pull","ransomware.live Manufacturing sector victim count (this pull)","4,434 total victim/leak-site postings tagged ""Manufacturing"" as of 2026-07-20; top groups by posting volume: Akira (363), LockBit3 (323), Qilin (303), Play (263), Black Basta (148), LockBit2 (145), Clop (142), ALPHV/BlackCat (112); top countries: US (1,370), Germany (249), Canada (164), UK (134), Italy (134); year-over-year posting counts show sharp growth: 2021=295, 2022=511, 2023=880, 2024=816, 2025=1,204, 2026 YTD=668","ransomware.live API v2 (/v2/sectorvictims/Manufacturing), direct pull","https://api.ransomware.live/v2/sectorvictims/Manufacturing","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::global median ransom payment 2025","Global median ransom payment (2025)","$1,000,000 (down ~50% from $2,000,000 in 2024)","Sophos, The State of Ransomware 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-2025","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::average ransom payment q2 2025","Average ransom payment, Q2 2025","$1.13 million (up 104% from Q1 2025); median $400,000 (up 100% QoQ)","Coveware Quarterly Ransomware Report, Q2 2025","https://blocksandfiles.com/2025/08/13/coveware-charts-rise-of-data-exfiltration/","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::share of ransomware victims that pay","Share of ransomware victims that pay","26% (Coveware Q2 2025); professional services, manufacturing, and healthcare rank among the most-targeted sectors","Coveware Quarterly Ransomware Report, Q2 2025","https://www.veeam.com/company/press-release/coveware-by-veeam-reveals-q2-2025-ransomware-surge-social-engineering-and-data-exfiltration-drive-record-payouts.html","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::cases involving data exfiltration vs encryption only","Cases involving data exfiltration (vs. encryption-only)","74% of ransomware cases in Q2 2025 involved exfiltration","Coveware Quarterly Ransomware Report, Q2 2025","https://blocksandfiles.com/2025/08/13/coveware-charts-rise-of-data-exfiltration/","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::global average total cost of a data breach 2025","Global average total cost of a data breach (2025)","$4.44 million (down from $4.88 million in 2024); Technology sector average $4.79 million, Industrial sector average $5.00 million (closest published proxies to professional/technical services - IBM does not break out a standalone 'professional services' category)","IBM Cost of a Data Breach Report 2025","https://www.ibm.com/reports/data-breach","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::ransomware presence in confirmed breaches 2025 dataset","Ransomware presence in confirmed breaches (2025 dataset)","Ransomware present in 44% of breaches overall; median ransom payout $115,000; 64% of victims refused to pay","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/Tea/reports/2025-dbir-data-breach-investigations-report.pdf","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::breaches involving a third party","Breaches involving a third party","30% of all breaches involved a third party in 2025, double the prior year's 15% - directly relevant to this sector's MSP/BPO/vendor exposure","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/Tea/reports/2025-dbir-data-breach-investigations-report.pdf","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::smb breaches with a ransomware component","SMB breaches with a ransomware component","88% of breaches involving small/medium businesses contained a ransomware component in the 2025 dataset - relevant given the long tail of small professional-services and wholesale firms in this sector","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/infographics/2025-dbir-smb-snapshot.pdf","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::total on chain ransomware payments 2025","Total on-chain ransomware payments, 2025","Approximately $820 million globally (down ~8% YoY), though the figure was expected to rise toward $900M as more incidents are later attributed","Chainalysis 2026 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-ransomware-2026/","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::share of ransomware incidents where ransom is paid 2025","Share of ransomware incidents where ransom is paid (2025)","Approximately 28%, a record low, even as claimed victim counts rose roughly 50% YoY","Chainalysis 2026 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-ransomware-2026/","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::median individual ransom demand growth 2025","Median individual ransom demand growth, 2025","Grew 368% year-over-year to nearly $60,000","Chainalysis 2026 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-ransomware-2026/","industry"
"Professional, Scientific, Technical Services, Real Estate and Wholesale Trade::business services sector claimed victim volume observed on ransomwarelive","Business Services sector claimed-victim volume observed on ransomware.live","100+ new claimed victims logged in just the ~3-week window of June 30-July 19, 2026 alone, spanning US, Brazil, South Africa, Czechia, Mexico, Bangladesh, Netherlands, Italy, Japan, Germany, Ireland, Spain, Greece, and Pakistan; dominant claiming groups in that window: Qilin, DragonForce, INC Ransom, TheGentlemen, Deadlock, Akira, and m3rx","ransomware.live v2 API, sectorvictims/Business Services endpoint","https://api.ransomware.live/v2/sectorvictims/Business%20Services","industry"
"Public Administration (Government)::share of state and local government organizations hit by ransomware in the past year 2024","Share of state & local government organizations hit by ransomware in the past year (2024)","34% (down 51% from 69% reported in 2023)","Sophos, The State of Ransomware in State and Local Government 2024","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-state-and-local-government-2024","industry"
"Public Administration (Government)::mean recovery cost per ransomware attack state and local government 2024","Mean recovery cost per ransomware attack, state & local government (2024)","$2.83 million (more than double the $1.21M reported in 2023)","Sophos, The State of Ransomware in State and Local Government 2024","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-state-and-local-government-2024","industry"
"Public Administration (Government)::median ransom payment state and local government 2024","Median ransom payment, state & local government (2024)","$2.2 million; 54% of those hit paid to get data back; victims paid ~104% of the initial demand on average","Sophos, The State of Ransomware in State and Local Government 2024","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-state-and-local-government-2024","industry"
"Public Administration (Government)::share of computers devices impacted per attack state and local government","Share of computers/devices impacted per attack, state & local government","~56% of machines affected on average (above the 49% cross-sector average); 78% restored data from backups","Sophos, The State of Ransomware in State and Local Government 2024","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-state-and-local-government-2024","industry"
"Public Administration (Government)::cumulative us government ransomware attacks and estimated downtime cost 2018 dec 2024","Cumulative U.S. government ransomware attacks & estimated downtime cost (2018-Dec 2024)","525 individual attacks on U.S. government organizations, ~$1.09 billion in estimated downtime cost","Comparitech, Government ransomware attacks analysis","https://www.comparitech.com/blog/information-security/government-ransomware-attacks/","industry"
"Public Administration (Government)::ransomware presence in breaches all sectors verizon 2025 dbir","Ransomware presence in breaches, all sectors (Verizon 2025 DBIR)","Ransomware present in 44% of breaches (up ~37% YoY); median payout fell to ~$115K; 64% of victims refused to pay","Verizon 2025 Data Breach Investigations Report","https://www.verizon.com/business/resources/reports/2025-dbir-data-breach-investigations-report.pdf","industry"
"Public Administration (Government)::ransomware and extortion share of breaches all sectors verizon 2024 dbir","Ransomware & extortion share of breaches, all sectors (Verizon 2024 DBIR)","Ransomware in ~23% of breaches (one-third when combined with extortion at 9%); median ransom demand ~1.34% of victim revenue","Verizon 2024 Data Breach Investigations Report","https://www.verizon.com/business/resources/reports/2024-dbir-data-breach-investigations-report.pdf","industry"
"Public Administration (Government)::espionage motivated breaches verizon 2025 dbir relevant to national government","Espionage-motivated breaches (Verizon 2025 DBIR) - relevant to national government","Espionage breaches up 163% YoY, now 17% of incidents; 28% of state-linked breaches also financially motivated ('double-dipping')","Verizon 2025 Data Breach Investigations Report","https://www.verizon.com/business/resources/reports/2025-dbir-data-breach-investigations-report.pdf","industry"
"Public Administration (Government)::global average total cost of a data breach all industries 2024 public sector context","Global average total cost of a data breach, all industries (2024) - public-sector context","$4.88 million global average (record high); the public sector is consistently among the lowest-cost industries in IBM's dataset (public-sector-specific figure not isolated in accessed sources)","IBM Cost of a Data Breach Report 2024","https://www.ibm.com/think/insights/whats-new-2024-cost-of-a-data-breach-report","industry"
"Public Administration (Government)::growth in ransomware incidents against government bodies h1 2025","Growth in ransomware incidents against government bodies, H1 2025","~65% increase in ransomware incidents affecting government bodies vs. the same period a year earlier","SOCRadar, U.S. State & Local Government Ransomware 2025-2026 trend analysis","https://socradar.io/blog/us-state-local-government-ransomware-2025-2026/","industry"
"Public Administration (Government)::overall ransomware payment trend sophos 2024 cross sector","Overall ransomware payment trend (Sophos 2024, cross-sector)","Average ransom payments increased ~500% year-over-year across sectors","Sophos, The State of Ransomware 2024 (press release)","https://www.sophos.com/en-us/press/press-releases/2024/04/ransomware-payments-increase-500-last-year-finds-sophos-state","industry"
"Retail Trade and Consumer Services::retailers hit by ransomware who paid the ransom 2025","Retailers hit by ransomware who paid the ransom (2025)","58% (up from ~30% in 2021), nearly doubling over 5 years","Sophos, The State of Ransomware in Retail 2025 (survey of 361 retail IT/security leaders, 16 countries, Jan-Mar 2025)","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-retail-2025","industry"
"Retail Trade and Consumer Services::median ransom demand retail sector 2025","Median ransom demand, retail sector (2025)","$2,000,000 (doubled from $1,000,000 in 2024)","Sophos, The State of Ransomware in Retail 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-retail-2025","industry"
"Retail Trade and Consumer Services::median ransom payment retail sector 2025","Median ransom payment, retail sector (2025)","$1,000,000 (up 5% from $950,000 in 2024)","Sophos, The State of Ransomware in Retail 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-retail-2025","industry"
"Retail Trade and Consumer Services::average recovery cost excluding ransom retail sector 2025","Average recovery cost excluding ransom, retail sector (2025)","$1.65M, down 40% year-over-year, lowest in 3 years","Sophos, The State of Ransomware in Retail 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-retail-2025","industry"
"Retail Trade and Consumer Services::data encryption rate in retail ransomware attacks 2025","Data encryption rate in retail ransomware attacks (2025)","48% of attacks resulted in encryption (5-year low); extortion-only (no encryption) attacks rose from 2% in 2023 to 6% in 2025","Sophos, The State of Ransomware in Retail 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-retail-2025","industry"
"Retail Trade and Consumer Services::root cause of retail ransomware attacks 2025","Root cause of retail ransomware attacks (2025)","Exploited vulnerability: 30% of incidents; ""lack of expertise/capacity in-house"" cited as root cause in 45% of attacks - the highest rate of any sector Sophos surveyed","Sophos, The State of Ransomware in Retail 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-in-retail-2025","industry"
"Retail Trade and Consumer Services::average ransomware payment all sectors q2 2025","Average ransomware payment, all sectors, Q2 2025","$1.13 million","Coveware Quarterly Ransomware Report","https://www.coveware.com/ransomware-quarterly-reports","industry"
"Retail Trade and Consumer Services::average ransomware payment all sectors q3 2025","Average ransomware payment, all sectors, Q3 2025","$376,941","Coveware Quarterly Ransomware Report","https://www.coveware.com/ransomware-quarterly-reports","industry"
"Retail Trade and Consumer Services::average ransomware payment all sectors q4 2025","Average ransomware payment, all sectors, Q4 2025","$591,988","Coveware Quarterly Ransomware Report","https://www.coveware.com/ransomware-quarterly-reports","industry"
"Retail Trade and Consumer Services::consumer services sector victim postings observed on ransomwarelive snapshot","Consumer Services sector victim postings observed on ransomware.live (snapshot)","~120 posted victims in the roughly 2-month window (approx. May 20 - Jul 19, 2026) returned by the API's sectorvictims endpoint; dominant claiming groups in this window: Qilin, TheGentlemen, SafePay, DragonForce, Akira, ShinyHunters, Settra, and Nova","ransomware.live API v2/sectorvictims/Consumer Services (direct pull, not a third-party report)","https://api.ransomware.live/v2/sectorvictims/Consumer%20Services","industry"
"Telecommunications::telecom sector ransomware victims listed all time ransomwarelive","Telecom sector ransomware victims listed (all-time, ransomware.live)","357 victims listed under 'Telecommunication' sector tag as of July 2026; 124 posted in 2025 alone (peak year to date), 62 already in partial-year 2026","ransomware.live API (api.ransomware.live/v2/sectorvictims/Telecommunication)","https://www.ransomware.live/api","industry"
"Telecommunications::top threat actor groups targeting telecom by victim count ransomwarelive dataset","Top threat actor groups targeting telecom (by victim count, ransomware.live dataset)","Qilin (25), Akira (22), LockBit3 (17), Play (12), Clop (12), LockBit2 (10), BianLian (10), DragonForce (9), ALPHV/BlackCat (9), INC Ransom (8)","ransomware.live API (author's own aggregation of the pulled dataset)","https://www.ransomware.live/api","industry"
"Telecommunications::telecom ransomware attack volume growth","Telecom ransomware attack volume growth","Ransomware attacks on telecom companies grew nearly 4x from 24 in 2022 to 90 in 2025; 444 telecom data-theft incidents identified with 133 stolen-database listings; ~70% of 2025 telecom attacks targeted the Americas; Qilin, Akira and Play were the leading groups (corroborates ransomware.live figures above)","Cyble research via Cybersecurity Dive","https://www.cybersecuritydive.com/news/telecom-ransomware-spike-cyble/809224/","industry"
"Telecommunications::ransomware presence in breaches median payout all sectors 2025","Ransomware presence in breaches / median payout (all sectors, 2025)","Ransomware present in 44% of breaches overall; median ransomware payout fell to $115,000 and 64% of victims refused to pay; third-party involvement was a factor in 30% of all breaches (up from ~15% the prior year) - relevant to telecom's heavy vendor/reseller/MVNO dependence; edge/VPN device exploitation as an initial-access vector rose 8x, with only 54% patched (median 32 days to patch)","Verizon 2025 Data Breach Investigations Report (DBIR)","https://www.verizon.com/business/resources/reports/2025-dbir-data-breach-investigations-report.pdf","industry"
"Telecommunications::average median ransom payment all sectors 2025","Average/median ransom payment (all sectors, 2025)","Mean ransom payment fell from $2M (2024) to $1M (2025); by sector, state/local government paid the highest median ($2.5M) and healthcare the lowest ($150K); telecom not broken out separately in public summary","Sophos State of Ransomware 2025","https://www.sophos.com/en-us/blog/the-state-of-ransomware-2025","industry"
"Telecommunications::quarterly average median ransom payments 2025","Quarterly average/median ransom payments, 2025","Q2 2025: avg $1,130,070 / median $400,000. Q3 2025: avg ~$377,000 / median $140,000 (down 66%/65% QoQ). Q4 2025: avg $591,988 / median $325,000 (up 57%/132% QoQ)","Coveware Quarterly Ransomware Reports","https://www.coveware.com/ransomware-quarterly-reports","industry"
"Telecommunications::global data breach cost by industry 2025","Global data breach cost by industry, 2025","Global average cost of a data breach: $4.44M (down 9% YoY). By industry: Healthcare $7.42M (highest, 14th year running), Financial Services $5.56M, Industrial $5M, Energy $4.83M, Technology $4.79M. Telecommunications/Communications was not broken out as a distinct line item in the public summaries reviewed - noted as a data gap","IBM Cost of a Data Breach Report 2025","https://www.ibm.com/reports/data-breach","industry"
"Telecommunications::global on chain ransomware payments 2025","Global on-chain ransomware payments, 2025","Ransomware actors received more than $820M in on-chain payments in 2025, an 8% YoY decline from $892M in 2024; median payment per victim rose 368% (from $12,738 in 2024 to $59,556 in 2025) even as total payments fell, and eCrime.ch-tracked claimed victims rose ~50% YoY to the most active year on record - consistent with 'more attacks, fewer big payouts, higher per-incident asks' dynamic seen in telecom cases like Colt and WOW!","Chainalysis 2025/2026 Crypto Crime Report","https://www.chainalysis.com/blog/crypto-crime-ransomware-victim-extortion-2025/","industry"
"Transportation and Warehousing::transportation sector ransomware attack increase 20242025","Transportation sector ransomware attack increase, 2024→2025","34% year-over-year increase in ransomware attacks against the transportation sector (108 incidents in Q1 2025, up from 69 in Q4 2024, ~15% of total tracked ransomware activity)","Industry ransomware tracking roundups (aggregated in Asimily 'Largest Transportation and Logistics Cyberattacks of 2025' citing IC3/IBM X-Force data)","https://asimily.com/blog/largest-transportation-and-logistics-cyberattacks/","industry"
"Transportation and Warehousing::average ransom demand transportation sector 2025 vs 2024","Average ransom demand, transportation sector, 2025 vs 2024","$2.19 million average demand in 2025 vs. $279,000 in 2024 — a 685% year-over-year increase, one of the sharpest jumps of any industry","Comparitech Worldwide Ransomware Roundup: 2025 End-of-Year Report","https://www.comparitech.com/news/worldwide-ransomware-roundup-2025-end-of-year-report/","industry"
