id,victim,date,country,financial_impact,ransom,downtime,data_impact,summary,source_count
"Energy and Utilities::Halliburton","Halliburton","2024-08-21","USA","~$35M direct pretax cost reported in Q3 2024 results (filed late Oct 2024); ~$0.02 adjusted-EPS impact for the quarter from lost/delayed revenue during system unavailability.","Not publicly disclosed — Halliburton did not confirm whether a ransom was demanded, negotiated, or paid.","Precautionary shutdown of parts of IT infrastructure caused client-system disconnections and temporary inability to generate critical business documents; company described operational impact as limited and restored systems over subsequent weeks. Exact downtime not itemized.","Data exfiltration confirmed; company stated information was taken from its systems. Specific record counts/data types not fully disclosed publicly.","One of the world's largest oilfield-services companies detected unauthorized access to corporate IT on Aug 21, 2024 and precautionarily shut down certain applications, including production-planning and shipment-tracking systems used in customer delivery. RansomHub claimed the attack and listed the company on its leak site; Halliburton confirmed data was stolen. Disclosed via SEC Form 8-K (Aug 23) and 8-K/A.","4"
"Energy and Utilities::Suncor Energy / Petro-Canada","Suncor Energy / Petro-Canada","2023-06-21","Canada","Not publicly quantified as a single figure; disruption spanned 1,500+ retail sites over a weekend plus remediation costs (Suncor replaced employee laptops/computers as part of response).","Not publicly disclosed; Suncor characterized it as a 'cybersecurity incident' and did not confirm a ransom.","Payment-system disruptions began ~June 21 and were largely resolved over the following days; Suncor swapped out employee computers as a remediation measure, extending internal recovery activity.","Unauthorized party accessed basic information of Petro-Points loyalty members; affected members and privacy regulators were notified. No large-scale financial-data theft publicly confirmed.","A cybersecurity incident at Canadian integrated-energy giant Suncor disrupted its Petro-Canada retail subsidiary (1,500+ stations). Many stations went cash-only, unable to accept credit/debit or rewards; the Petro-Canada app, Petro-Points login, and car washes were unavailable at various sites. Illustrates downstream retail/payment-system exposure in vertically integrated energy firms.","4"
"Energy and Utilities::Encevo Group (Creos & Enovos, Luxembourg)","Encevo Group (Creos & Enovos, Luxembourg)","2022-07-22","Luxembourg","Not publicly disclosed as a dollar figure; operational impact limited to customer-portal outages (no supply interruption).","Ransom amount not publicly disclosed; ALPHV threatened to publish stolen data if unpaid.","Creos and Enovos customer portals were rendered non-operational following the July 22-23 intrusion; portals were restored over subsequent days/weeks while supply services remained running.","ALPHV claimed exfiltration of 150GB+ across 180,000+ files, published on its leak site July 29 — contracts, agreements, ID copies, invoices, and emails; analyses found 2,270+ files containing plaintext credentials/passwords and 100,000+ documents marked confidential.","Luxembourg's main energy supplier/distribution group — network operator Creos and supplier Enovos, under parent Encevo — was hit overnight July 22-23, 2022 by ALPHV/BlackCat (the DarkSide/Colonial lineage rebrand). Customer portals of Creos and Enovos were knocked offline, though electricity and gas supply and breakdown services continued uninterrupted. Demonstrates data-exfil-led extortion against European grid infrastructure.","4"
"Energy and Utilities::Conpet","Conpet","2026-02-03","Romania","Not publicly quantified; company emphasized transport operations were unaffected, limiting operational/financial disruption.","Not publicly disclosed.","Business IT systems were isolated in response; SCADA/telecom and pipeline transport operations remained operational throughout (no OT downtime reported). IT recovery/remediation ongoing after Feb 2026 disclosure.","Qilin alleged exfiltration of ~1TB including financial records, personnel data, and passport scans, and published sample images; Conpet confirmed data was stolen.","Romania's national oil-pipeline transport operator detected a cyberattack on Feb 3, 2026 affecting its business IT infrastructure. Crucially, OT systems — SCADA and telecommunications — stayed fully functional and pipeline transport continued. Qilin claimed the attack and alleged theft of ~1TB of data. Root cause was an infostealer on an IT administrator's personal device; with valid WSUS credentials attackers abused Conpet's own update infrastructure to push a malicious 'fake update' delivering Qilin ransomware.","4"
"Energy and Utilities::Ecopetrol","Ecopetrol","2026-07-17","Colombia","Not publicly disclosed at time of research.","Not publicly disclosed at time of research.","Not publicly disclosed at time of research.","Claimed on ransomware.live leak-tracking; specifics of stolen data not independently confirmed at time of research.","Ecopetrol, Colombia's state-controlled national oil company and one of Latin America's largest energy firms, was listed as a victim by the 'TheGentlemen' ransomware group on ransomware.live (attack date 2026-07-17). Included as a recent, geographically diverse, large-state-oil-company data point from the ransomware.live Energy sector feed. Detailed public reporting was not yet available at research time (July 19, 2026).","1"
"Finance and Insurance::CNA Financial Corporation","CNA Financial Corporation","March 2021 (attack); ransom paid ~May 2021","United States","Reportedly paid $40 million in ransom - among the largest ransom payments publicly reported at the time. Full cost of remediation/legal/breach-notification beyond the ransom itself is not publicly disclosed in aggregate.","Attackers initially demanded $60 million; CNA paid approximately $40 million roughly two weeks after data theft began.","Multi-week disruption to remote access, corporate email, and phone systems; CNA stated it was able to recover encrypted/stolen data with no indication the exfiltrated data was viewed, retained, or shared further after payment.","Corporate and some employee/customer data was copied/exfiltrated prior to encryption; CNA said no indication the data was subsequently misused, though the scope of records affected was not fully broken out publicly.","One of the largest U.S. commercial insurers was hit by a new variant of Phoenix CryptoLocker (attributed to the Russia-linked Evil Corp syndicate). Attackers accessed systems from March 5-21, 2021, exfiltrating data before deploying ransomware and knocking core systems offline, including remote access, email, and phone systems.","4"
"Finance and Insurance::Industrial and Commercial Bank of China (ICBC) - U.S. broker-dealer/financial services unit","Industrial and Commercial Bank of China (ICBC) - U.S. broker-dealer/financial services unit","November 8-9, 2023","China / United States","Not a disclosed single dollar loss figure for ICBC itself, but market-wide impact was measurable: more than $62 billion of U.S. Treasurys reportedly failed to deliver on one day, and settlement of over $9 billion in Treasury-backed assets was disrupted.","No ransom amount publicly confirmed as demanded or paid by ICBC.","ICBC's unit lost access to corporate email and had to physically courier settlement details via USB stick to counterparties in Manhattan while systems were restored; disruption lasted several days before normal electronic settlement resumed.","Data exfiltration/theft was claimed by LockBit but the specific volume/type of records taken was not comprehensively disclosed publicly.","LockBit compromised ICBC's U.S. financial-services division (believed via Citrix NetScaler vulnerabilities CVE-2023-4966/4967), disrupting settlement of U.S. Treasury trades and repo financing at the world's largest bank by assets - a rare ransomware incident with visible, market-wide operational impact.","4"
"Finance and Insurance::Fidelity National Financial (FNF)","Fidelity National Financial (FNF)","November 2023","United States","Specific dollar cost of the incident (remediation, business interruption, legal) not publicly broken out by FNF; real estate closings nationwide were delayed for the outage period, an indirect economic impact not quantified publicly.","No official ransom figure disclosed by FNF; ALPHV's swift removal of FNF from its leak site is widely read by researchers as an indicator a payment was made, but this is inference, not confirmed disclosure.","Systems were offline for nearly a week, disrupting title/escrow closings for home buyers and real estate agents nationwide during that period.","Data of approximately 1.3 million individuals was confirmed stolen and subject to breach notification.","A Fortune 500 title-insurance and real-estate services provider (handles closings for a large share of U.S. home sales) had systems taken offline for about a week; ALPHV/BlackCat claimed the intrusion, and the gang's removal of FNF from its leak site is widely interpreted as a sign a ransom was paid.","4"
"Finance and Insurance::ION Group / ION Cleared Derivatives","ION Group / ION Cleared Derivatives","January 31, 2023","United Kingdom (global client base incl. U.S., Europe)","No public disclosure of direct financial loss to ION or its clients; the incident's significance was systemic/operational (derivatives clearing workflow disruption) rather than a disclosed dollar figure.","LockBit threatened to publish stolen data by February 4, 2023 if unpaid; no ransom amount or payment/non-payment was publicly confirmed by ION.","Affected servers were isolated and the incident contained to a specific environment; several days of manual/workaround trade processing for affected clients while remediation continued.","LockBit claimed data was exfiltrated during the intrusion; scope/type of data was not comprehensively disclosed publicly by ION.","A UK-based financial software vendor whose platforms underpin derivatives clearing/trading for major banks and brokers was hit by LockBit, forcing at least 42 clients - including major U.S. and European financial institutions - to fall back to manual trade processing for cleared derivatives.","4"
"Finance and Insurance::Evolve Bank & Trust","Evolve Bank & Trust","Intrusion February 2024; disclosed/data published June-July 2024","United States","Specific dollar cost not publicly disclosed by Evolve; the company offered two years of free credit monitoring/identity protection to affected individuals, an ongoing cost not quantified publicly. Reputational/partner-relationship impact on its fintech clients was significant but not dollar-quantified.","Evolve confirmed it did NOT pay the ransom demand (amount not publicly disclosed), leading LockBit to publish the stolen data.","Attackers accessed and downloaded data from Evolve's databases/file shares over a window from February to May 2024 before the bank discovered the intrusion in May 2024; public notification did not begin until July 8, 2024.","At least 7.6 million individuals' personal data affected, including names, Social Security numbers, bank account details, card PANs, wire/settlement files, in clear text; downstream fintech partners (Affirm, Mercury, Wise, and others) were also impacted.","A U.S. banking-as-a-service (BaaS) bank whose infrastructure underpins numerous fintech apps (e.g., Affirm, Wise, Mercury) was breached after an employee clicked a malicious link; Evolve refused to pay, so LockBit published the stolen data, exposing both direct banking customers and downstream fintech partner customers - a clear third-party/supply-chain risk case for the sector.","4"
"Finance and Insurance::Central Bank of Libya","Central Bank of Libya","Disclosed June 9, 2026; Qilin claimed responsibility June 22, 2026","Libya","Not publicly disclosed. The bank characterized the incident as affecting only a limited set of systems, with no reported disruption to national payment operations.","No ransom amount publicly disclosed or confirmed.","Bank stated the incident was 'fully contained' as of late June 2026, with recovery/system restoration ongoing per an internal plan; no extended public-facing outage reported.","Qilin threatened to release confidential banking data but as of the incident's public reporting, the specific volume/type of data was not independently confirmed or publicly itemized.","Libya's central bank disclosed a cyberattack affecting a limited number of systems/technical services; the Qilin ransomware-as-a-service operation later publicly claimed the breach and threatened to release confidential banking data, illustrating ransomware's expansion into national financial-infrastructure/central-bank targets.","4"
"Finance and Insurance::Frost Bank and Citizens Financial Group (Citizens Bank) - shared third-party vendor breach","Frost Bank and Citizens Financial Group (Citizens Bank) - shared third-party vendor breach","April 16-20, 2026 (Everest claims posted)","United States","Not publicly disclosed by either bank in dollar terms; both institutions face customer class-action lawsuits alleging inadequate safeguarding of data via the vendor relationship, with litigation costs not yet quantified publicly.","No ransom amount publicly disclosed; Everest gave a six-day deadline before threatening to publish the full data dump.","Both banks stated their own core systems were not directly breached (the incident occurred in the third-party vendor's environment); no extended outage of banking services was reported.","Everest claimed roughly 250,000 Frost Bank client records (Social Security numbers, tax IDs, names, mortgage rates, investment/income data, home addresses) and additional Citizens Bank records, with combined exposure reported by researchers at up to approximately 3.65 million records across both institutions.","The Everest ransomware gang claimed breaches of two unrelated major U.S. banks, Frost Bank (San Antonio) and Citizens Financial Group, tracing back to a single shared third-party vendor that handled statement printing (for Citizens) and tax-document fulfillment (for Frost) - a textbook example of concentrated third-party/vendor risk in the financial sector, since one vendor compromise exposed customers of multiple unrelated institutions.","5"
"Finance and Insurance::Deutsche Bank (via third-party marketing/incentive platform vendor)","Deutsche Bank (via third-party marketing/incentive platform vendor)","Claimed on leak site July 4, 2026","Germany","Not publicly disclosed.","Not publicly disclosed.","No disruption to core Deutsche Bank banking services reported; investigation of the third-party provider's environment was ongoing at time of disclosure.","Group claimed employee email addresses, password hashes, and physical mailing addresses among the exposed records; scope limited to data held within the third-party marketing/incentive platform rather than core customer banking data, per Deutsche Bank's statement.","The 'Unsafe' ransomware-as-a-service group added Deutsche Bank to its leak site, posting screenshots purporting to show database exports (employee emails, password hashes, mailing addresses). Deutsche Bank clarified the actual incident occurred at an external German service provider operating a marketing/incentive platform for the bank's sales partners, not within Deutsche Bank's own core banking environment - another illustration of third-party/vendor exposure at a major global bank.","4"
"Healthcare and Social Assistance::Change Healthcare (subsidiary of UnitedHealth Group/Optum)","Change Healthcare (subsidiary of UnitedHealth Group/Optum)","Attack began February 21, 2024; disclosed February 2024; extortion/data-listing activity continued into April 2024","United States","UnitedHealth Group's total reported cyberattack impact reached approximately $2.9 billion for fiscal year 2024 (direct response costs plus business disruption); an initial Q1 2024 estimate of $0.74/share grew through the year to a full-year estimate of $1.90-$2.05/share. UnitedHealth also advanced more than $9 billion in interim/interest-free funding to affected providers by Q2 2024 to offset cash-flow disruption across the industry.","UnitedHealth confirmed paying a ransom reported by multiple outlets at roughly $22 million in bitcoin to the ALPHV/BlackCat affiliate; a second group (RansomHub) subsequently claimed to still hold the stolen data and re-extorted the company.","Core clearinghouse and pharmacy/claims systems were down for multiple weeks beginning February 21, 2024, with a phased, multi-month restoration of full transaction volumes through spring 2024.","UnitedHealth later disclosed the breach affected the personal/health information of approximately 190 million individuals (one of the largest healthcare data breaches ever reported to HHS), including medical records, billing/claims data, SSNs, and insurance information.","The largest and most disruptive healthcare ransomware incident on record. Attackers used compromised credentials to access a Citrix portal lacking multi-factor authentication, then deployed ransomware against Change Healthcare, the dominant US claims clearinghouse processing roughly one-third of all patient records and ~15 billion transactions annually. The outage froze prescription processing, insurance eligibility checks, and provider payments nationwide for weeks.","5"
"Healthcare and Social Assistance::Universal Health Services (UHS) — ~400 US hospitals/care sites","Universal Health Services (UHS) — ~400 US hospitals/care sites","September 27, 2020","United States","UHS reported approximately $67 million in total pre-tax losses tied to the attack (lost operating income, reduced patient activity, billing-delay reserves, and recovery costs), and stated it expected to recover most of this through cyber insurance.","UHS did not pay a ransom and recovered from backups; no confirmed ransom amount was publicly reported.","EHR and other core IT applications were down across all ~400 UHS care sites for roughly three weeks before full restoration.","No large-scale confirmed public data leak was widely reported for this incident (Ryuk at the time was primarily an encryption-only/non-exfiltration operation); primary impact was operational/clinical disruption rather than a mass PHI leak.","One of the earliest large-scale hospital-system ransomware attacks; Ryuk encrypted IT systems across UHS's national network, forcing staff onto paper documentation, diverting ambulances, and suspending IT applications company-wide.","4"
"Healthcare and Social Assistance::Health Service Executive (HSE) — Ireland's national public health system","Health Service Executive (HSE) — Ireland's national public health system","May 14, 2021","Ireland","Estimates for recovery costs varied widely across reporting: the HSE's director general cited a June 2021 estimate exceeding $600 million; other analyses put full recovery cost at roughly $100 million, and yet other reporting cited about $83 million; figures differ by scope (pure IT rebuild vs. total health-system impact) and are not fully reconciled in public reporting.","Conti demanded $19,999,000; the HSE refused to pay and instead worked with Ireland's National Cyber Security Centre; a free decryptor was later released by the attackers.","National IT systems were shut down immediately upon detection; full recovery across the health system took approximately four months.","Patient data was exfiltrated and reportedly used to attempt individual extortion of patients; Ireland's HSE has since (as of reporting around 2025) offered approximately EUR750 in compensation to affected individuals whose personal data was compromised.","A nationwide ransomware attack that forced Ireland's entire public health IT infrastructure offline, disrupting hospital appointments, cancer treatment scheduling, radiology, and COVID-19 vaccine registration systems across the country. Conti later provided a free decryptor under international pressure but retained and later leveraged stolen patient data.","6"
"Healthcare and Social Assistance::CommonSpirit Health — ~140+ hospitals across ~13 US states","CommonSpirit Health — ~140+ hospitals across ~13 US states","Initial access September 16, 2022; ransomware detected/disclosed October 2-3, 2022","United States","CommonSpirit initially estimated the cost at approximately $150 million, later revising the total to approximately $160 million (business interruption, remediation, and related expenses) as reported in 2023 disclosures.","Not publicly disclosed.","Multi-week system outages beginning October 2022 affecting more than 100-160+ facilities; precise full-recovery date not specified in public reporting.","Personal data of more than 623,700 patients was reported exposed; the breach affected over 150 facilities and led to two class-action lawsuits.","One of the largest US nonprofit hospital operators was forced to take systems offline across more than 100 facilities in at least 13 states, delaying access to EHRs and disrupting patient care, following network compromise weeks before the ransomware deployment was detected.","4"
"Healthcare and Social Assistance::Lehigh Valley Health Network (LVHN)","Lehigh Valley Health Network (LVHN)","Detected February 6, 2023","United States","LVHN agreed to a $65 million class-action settlement (finalized November 2024), one of the largest healthcare ransomware-related settlements on record; of this, $52 million was earmarked for patients whose nude treatment images were published.","LVHN refused to pay the ransom; the specific dollar amount demanded was not publicly disclosed.","Specific system-downtime duration not publicly detailed in available reporting; the affected system was a specific practice's oncology imaging network rather than network-wide LVHN infrastructure.","More than 134,000 patients were affected/eligible for settlement compensation; leaked data included sensitive treatment photographs and other PHI published on BlackCat's leak site.","Attackers compromised a network supporting a Lackawanna County physician practice, including a radiation-oncology imaging system, and — after LVHN refused to pay — published highly sensitive clinical photos of breast cancer patients (nude from the waist up) to pressure payment, an unusually aggressive harassment-based extortion tactic.","4"
"Healthcare and Social Assistance::Medibank Private (major Australian health insurer)","Medibank Private (major Australian health insurer)","Attack detected October 2022; extortion/data leaks began November 2022","Australia","Not fully quantified in a single public figure in the sources reviewed; the incident drove significant remediation, regulatory, and reputational costs and a multi-year AFP-led international investigation; precise total company cost not publicly disclosed in the sources found.","Initial demand of roughly US$10 million (A$15 million), later reduced to approximately US$9.7 million; Medibank refused to pay, consistent with Australian government guidance against ransom payments.","Primarily a data-theft/extortion event rather than an encryption/operational-outage event; core insurance operations were not reported as extensively down.","Personal and health data of approximately 9.7 million current and former customers was compromised, including about 1.8 million international customers; data included Medicare, passport, and driver's licence numbers plus sensitive medical history.","Attackers stole and threatened to publish highly sensitive personal and health data of Medibank's customers, including records revealing abortions, addiction treatment, and mental-health conditions, after the insurer refused a ransom demand — one of Australia's largest ever data breaches and a landmark case in international ransomware attribution/sanctions.","4"
"Healthcare and Social Assistance::Synnovis (pathology/blood-testing partner for NHS trusts in London)","Synnovis (pathology/blood-testing partner for NHS trusts in London)","June 3-4, 2024","United Kingdom","Specific total financial cost to Synnovis or the NHS trusts was not found publicly quantified in a single disclosed figure in the sources reviewed; disruption was extensive across South-East London NHS services for months.","Not publicly disclosed.","Severe disruption began June 3, 2024, with over 11,000 outpatient/elective procedure appointments delayed; some services were affected for months, with normal service levels reported restored by December 2024 — roughly six months.","Qilin published approximately 400GB of stolen data on June 20, 2024, including patient names, NHS numbers, and descriptions of blood tests.","A ransomware attack on a third-party pathology provider partnered with Guy's and St Thomas' and King's College Hospital NHS Trusts caused a critical shortage of O-negative blood, cancelled thousands of appointments and procedures, and was later formally identified as a contributing factor in a patient death — one of the clearest documented cases of ransomware causing loss of life via a healthcare supply-chain/third-party vector.","5"
"Information Technology::Kaseya (VSA platform)","Kaseya (VSA platform)","2021-07-02","United States","Direct financial loss to Kaseya not publicly disclosed; downstream impact spanned 800-1,500 businesses across ~17 countries (e.g., Sweden's Coop grocery chain closed ~800 stores). Broader economic cost not authoritatively quantified.","REvil demanded a single universal-decryptor payment of $70 million in Bitcoin. Kaseya states it did NOT pay the ransom; it obtained a universal decryptor from a 'trusted third party' (later reported as provided via the FBI).","VSA SaaS and on-prem servers taken offline as a precaution on July 2; patched VSA restored around July 11-12; a universal decryptor was distributed on July 22-23, 2021 to help victims restore data. Recovery for downstream MSP clients ran days to weeks.","Primarily encryption/availability impact rather than mass data theft; up to ~1,500 downstream organizations had systems encrypted.","REvil exploited zero-day vulnerabilities in Kaseya's VSA remote-monitoring-and-management software to push ransomware through ~60 direct MSP customers to their downstream clients — the archetypal IT supply-chain cascade attack.","3"
"Information Technology::Progress Software (MOVEit Transfer)","Progress Software (MOVEit Transfer)","2023-05-27","United States","Aggregate downstream cost estimated by Emsisoft at roughly $10.6B-$15.8B (using IBM's per-record cost); some scaled estimates ran far higher. Progress Software's own direct costs not fully disclosed; it faced an SEC investigation and dozens of class-action lawsuits (40M+ claimants).","Clop did not encrypt systems; it demanded extortion payments from individual victim organizations (amounts varied and were not publicly itemized). Many victims declined to pay.","This was a data-theft (not encryption) event, so impact was breach-remediation and notification rather than operational downtime; remediation and victim-notification stretched over many months into 2024.","Over 2,700 organizations confirmed impacted and approximately 93.3 million individuals' personal data exposed (estimates ranged 64M-95M+ over time).","Clop mass-exploited a zero-day SQL-injection flaw (CVE-2023-34362) in Progress Software's MOVEit managed-file-transfer product to steal data from thousands of organizations worldwide — one of the largest supply-chain data-extortion campaigns on record.","4"
"Information Technology::CDK Global","CDK Global","2024-06-18","United States","Anderson Economic Group estimated total dealer losses exceeding $1 billion (revised up from ~$944M) from roughly two-plus weeks of disruption.","BlackSuit initially demanded ~$10M, reportedly escalating toward $50M+. CDK is widely reported to have paid approximately $25 million in Bitcoin (wallets tied to BlackSuit received ~$25M about two days after the attack, per CyberScoop).","Dealerships reverted to manual/pen-and-paper processes for nearly two weeks; CDK announced services restored for nearly all dealerships by around July 4, 2024.","Primarily operational outage; extent of any data exfiltration less publicly quantified than the operational and financial disruption.","BlackSuit ransomware crippled CDK Global's Dealer Management System SaaS, which powers operations for ~15,000 auto dealerships across the U.S. and Canada; a second intrusion during recovery on June 19 prolonged the outage.","3"
"Information Technology::Ingram Micro","Ingram Micro","2025-07-03","United States","Specific revenue loss not publicly disclosed; multi-day global halt of order processing at a distributor with ~$48B annual revenue implies material lost/delayed transactions, though the company did not quantify it publicly.","Ransom amount not publicly disclosed; on July 29-30, 2025 SafePay threatened to leak ~3.5TB of allegedly stolen data unless paid. No confirmation of payment.","Systems failed around 8:00 AM ET on July 3; website and staged order processing resumed July 7-8; the company reported operations back to normal worldwide by July 9, 2025.","Reported exposure of personal data of over 42,000 employees and applicants; SafePay claimed ~3.5TB of data.","SafePay ransomware caused a global outage at Ingram Micro, one of the world's largest IT distributors; intrusion is attributed to compromised credentials on the Palo Alto GlobalProtect VPN, halting worldwide order processing.","3"
"Information Technology::Quanta Computer (Apple supplier)","Quanta Computer (Apple supplier)","2021-04-20","Taiwan","Not publicly disclosed. Impact was primarily reputational and IP-confidentiality loss (leaked device blueprints) rather than reported revenue loss.","REvil demanded $50 million, reportedly escalating toward $100M; the ransom was not paid by Quanta (and REvil eventually removed the leaked files). No confirmed payment.","Operational downtime not the primary reported impact; this was chiefly a data-exfiltration/IP-leak extortion event.","Theft and partial publication of confidential design schematics/blueprints for unreleased Apple devices (MacBook, Apple Watch drawings).","After Quanta (a major Apple ODM) declined to pay, REvil pivoted to extort Apple directly, publishing stolen schematics for unreleased products, timed to Apple's 'Spring Loaded' launch event — a landmark IP-theft extortion in the tech hardware supply chain.","3"
"Information Technology::Software AG","Software AG","2020-10-03","Germany","Direct financial loss not fully disclosed; the company reported internal-network disruption but said customer-facing cloud services were unaffected.","Clop demanded approximately $23 million. Software AG refused to pay.","Internal network, help desk and some internal communications were disrupted for a period in October 2020; customer cloud services remained operational.","About 1TB of data stolen, including employee passport/ID data, health-related documents and internal emails; screenshots and files leaked publicly after negotiations broke down.","Clop ransomware struck German enterprise-software giant Software AG, encrypting internal systems and stealing about 1TB of data, then publishing files after the company refused to negotiate — an early high-profile double-extortion case in the software industry.","3"
"Information Technology::Tata Technologies","Tata Technologies","2025-01","India","Not publicly disclosed; the company said client-delivery services remained unaffected. No quantified revenue loss reported.","Specific ransom amount not disclosed; Hunters International threatened public release of the data and, when unpaid, leaked it (~730,000 files) on its dark-web site in March 2025.","Temporary disruption to some IT services per the January stock-exchange disclosure; client delivery reported unaffected. Detailed recovery timeline not publicly quantified.","Claimed theft of 1.4TB (~730,000 files) including current/former employee personal details, purchase orders and confidential customer contracts (India and U.S. customers).","Hunters International claimed a January 2025 ransomware attack on Tata Technologies (engineering/IT-services arm of the Tata group), later leaking 1.4TB of stolen data; Tata Motors disclosed a ransomware incident to Indian stock exchanges.","3"
"Manufacturing::Norsk Hydro","Norsk Hydro","2019-03-18","Norway","Total financial impact reached approximately $70-75 million, per Norsk Hydro's own quarterly financial disclosures; initial Q1 2019 losses were estimated at $35-41 million with additional Q2 losses of $23-29 million.","Ransom amount not publicly disclosed by attackers in a fixed figure; Norsk Hydro refused to pay the ransom entirely and rebuilt systems from backups instead.","Several aluminum extrusion plants were forced to switch to manual operations for an extended period; full IT recovery took multiple weeks, with the company reporting it was still not at 100% normal operations several weeks after the attack. Microsoft's incident response team was brought in to assist recovery.","Primarily an availability/encryption event rather than a large-scale data-exfiltration/extortion case (LockerGoga predates widespread double-extortion); no large trove of stolen customer data was reported leaked.","One of the most consequential OT-impacting ransomware attacks in manufacturing history; the global aluminum producer was forced into manual/paper-based operations across dozens of plants after LockerGoga encrypted IT systems that also touched production processes. Norsk Hydro refused to pay the ransom and publicly disclosed the incident in near-real time, becoming a widely cited case study in transparent incident response.","4"
"Manufacturing::Honda Motor Co.","Honda Motor Co.","2020-06-07","Japan (global operations affected)","Not publicly disclosed as a specific dollar figure by Honda; industry analyses characterize the loss as significant given multi-day, multi-plant global production stoppage but no official cost figure was released.","Not publicly disclosed; no confirmed ransom payment reported.","Production and sales of cars, motorcycles, and power/marine products was suspended at plants across multiple countries for several days before systems were restored; exact recovery timeline varied by site.","Primarily an OT/production-availability event; no large confirmed customer data leak was publicly reported in connection with this specific 2020 incident.","EKANS ransomware, one of the first ransomware strains purpose-built to target ICS/OT process-control software, hit Honda's internal network, forcing production and sales halts at multiple plants worldwide (Japan, US, UK, Turkey, Brazil, India, and elsewhere). Likely initial access was via an exposed RDP connection.","3"
"Manufacturing::Foxconn (CTBG MX plant, Ciudad Juárez)","Foxconn (CTBG MX plant, Ciudad Juárez)","2020-11-29","Mexico","Not publicly disclosed as an official incident-cost figure by Foxconn; the destruction of 20-30 TB of backup data materially increased recovery cost and complexity beyond the ransom figure itself.","DoppelPaymer demanded 1,804.0955 BTC, reported at the time as approximately $34 million (some sources cite ~$32.97 million); Foxconn did not pay, and stolen data was later published on the dark web.","Foxconn confirmed the ransomware disrupted production operations at the affected Mexico facility; precise recovery timeline in days not independently confirmed in public reporting beyond confirmation that normal operations were eventually restored.","Approximately 100 GB of unencrypted files were stolen prior to encryption (double-extortion); 20-30 TB of backup data was deliberately deleted by the attackers to hamper recovery.","Electronics-manufacturing giant Foxconn's Mexico facility was hit over the Thanksgiving 2020 weekend; attackers encrypted roughly 1,200 servers, exfiltrated data, and destroyed a large volume of backups before demanding a very large ransom.","3"
"Manufacturing::Volvo Car Corporation","Volvo Car Corporation","2021-11-30","Sweden","Not publicly disclosed; Volvo did not report a specific financial cost figure for the incident.","Not publicly disclosed; no confirmed ransom demand amount or payment reported. Volvo stated it maintained control of its data and did not indicate paying any ransom.","No significant production/operational downtime was publicly reported; this was primarily a data-theft/extortion event rather than an OT-disruptive encryption event.","Snatch leaked approximately 35.6 MB of sample stolen R&D files as proof of the larger theft; Volvo stated it saw no indication of impact to customer safety, vehicle security, or personal customer data.","The Snatch ransomware/extortion group claimed to have breached a Volvo Cars file repository and stole a portion of the automaker's proprietary R&D data, leaking sample files as proof. Volvo disputed being a 'victim of ransomware' per se, framing it as unauthorized third-party access to one file server, but confirmed R&D data theft.","3"
"Manufacturing::Bridgestone Americas","Bridgestone Americas","2022-02-27","United States (Latin America/North America plants affected)","Not publicly disclosed as an official total-cost figure; Bridgestone engaged Accenture Security for incident response, adding external forensic/recovery costs on top of ~10 days of idled production across ~30 plants.","Specific ransom demand amount not publicly disclosed; Bridgestone did not confirm payment, and LockBit proceeded to leak stolen data after the deadline passed.","Approximately 30 plants across North America and Latin America were shut down for about 10 days; all plants had resumed normal operations by March 9, 2022.","Business records were accessed and stolen, including files containing Social Security numbers, bank information, and other sensitive data belonging to some customers.","The tire and rubber manufacturer detected a security incident in late February 2022; LockBit 2.0 claimed responsibility on March 11, 2022, and threatened to publicly release stolen business and customer data unless a ransom was paid. Bridgestone proactively disconnected manufacturing and retreading facilities across North and Latin America to contain the incident.","4"
"Manufacturing::Continental AG","Continental AG","2022-08 (attack disclosed); extortion escalated Nov-Dec 2022","Germany","Not publicly disclosed as an official incident-cost figure by Continental beyond confirming systems access occurred; no confirmed operational-loss figure released.","LockBit publicly listed the stolen data for sale at $50 million on November 9, 2022, reduced to $40 million by November 29, 2022; negotiation transcripts published by LockBit show discussions beginning September 23, 2022, but Continental has stated it aborted contact with the group rather than paying.","No major manufacturing/plant downtime was publicly reported; this was chiefly a data-exfiltration/extortion event rather than an OT-encryption event.","Attackers claimed to have stolen roughly 40 terabytes of internal files (some early reports mis-stated this as 40 GB), including technical documents and source code, based on screenshots published on the leak site.","The German automotive-parts giant was breached via an employee's browser download; LockBit gained access to internal systems and, after negotiations broke down, publicly offered the stolen dataset for sale on its leak site for a headline figure of $50 million (later reduced to $40 million).","4"
"Manufacturing::Yamaha Motor Philippines, Inc.","Yamaha Motor Philippines, Inc.","2023-10-25","Philippines","Not publicly disclosed.","Not publicly disclosed.","Yamaha stood up a countermeasures team and launched an investigation; no specific downtime duration was publicly disclosed, and the impact was described as limited to one server.","Approximately 37 GB of allegedly stolen data was published, including employee ID information, backup files, and corporate/sales information; partial leakage of employees' personal information was confirmed by Yamaha.","A single server managed by Yamaha's Philippines motorcycle-manufacturing/sales subsidiary was breached and hit with ransomware; INC Ransom added the company to its leak site roughly three weeks later and published stolen employee and corporate data.","3"
